Areas
Area;Time spent in Area (s)
(4,5);3,238018
(3,5);3,859978
(3,4);2,813082
(2,3);3,059863
(1,3);3,518547
(1,2);3,284019
(1,1);4,379879
(2,1);3,440645
(3,1);3,842218


Steps
Foot;Start time (s);End time (s);Duration (s);Length (m)
Right;0,5881175;0,9777027;0,3895852;0,1627685
Left;0,9635935;1,684482;0,7208883;1,100092
Right;1,724969;2,585836;0,8608667;1,056411
Left;2,540139;3,293539;0,7534003;1,125578
Right;3,215939;4,006814;0,790875;1,213802
Left;3,897109;4,694419;0,7973104;1,124076
Right;4,721581;5,504141;0,7825594;1,018928
Left;5,373906;6,424136;1,05023;0,7678695
Right;6,261091;7,106945;0,8458543;0,9827994
Left;7,093086;7,888734;0,7956481;0,8885972
Right;7,950198;8,728951;0,7787538;0,9032842
Left;8,740874;9,48398;0,7431059;0,9538841
Right;9,422559;10,23004;0,8074808;1,061642
Left;10,12212;10,89394;0,7718229;1,262264
Right;10,79108;11,53811;0,7470312;1,188287
Left;11,45809;12,28931;0,8312225;1,120671
Right;12,19574;12,97822;0,7824774;1,05181
Left;12,89796;13,12493;0,2269688;0,5259372
Left;13,51025;14,8249;1,314655;1,498525
Right;13,51025;14,03668;0,5264387;0,8329332
Right;14,79624;15,59247;0,7962227;1,143037
Left;15,51331;16,28514;0,7718239;1,094327
Right;16,26299;17,00206;0,7390747;0,8736186
Left;16,95577;17,72205;0,7662773;0,6617251
Right;17,67342;18,52898;0,8555546;1,15564
Left;18,40305;19,23399;0,8309383;1,126771
Right;19,23399;19,96284;0,7288513;0,9808809
Left;20,16189;20,73642;0,5745277;0,9316064
Right;20,78424;21,55278;0,7685432;1,130234
Left;21,44526;22,25832;0,8130531;1,250926
Right;22,19645;22,91811;0,7216568;1,213473
Left;22,80342;23,616;0,8125744;0,9878232
Right;23,77258;24,55499;0,7824097;0,6950759
Left;24,71921;25,27959;0,5603886;0,4703089
Right;25,34174;26,11445;0,772707;0,9629439
Left;26,13807;26,8989;0,7608299;1,011502
Right;26,85584;27,73969;0,883852;1,040731
Left;27,68375;28,42735;0,7435989;1,019168
Right;28,46592;29,205;0,7390747;1,005862
Left;29,205;29,92062;0,7156143;1,028155
Right;29,88465;30,693;0,8083553;1,108847
Left;30,60224;31,42329;0,8210545;1,138727
Right;31,36246;32,1167;0,7542362;0,9499671
Left;32,10201;32,95944;0,8574295;0,6977303
Right;33,07972;33,78852;0,7088013;0,8799142
Left;33,77729;34,47653;0,6992455;0,8609899


Landmarks
Area;Time spent looking at landmarks (s)
(4,5);0
(3,5);0,54
(3,4);0
(2,3);0
(1,3);0,38
(1,2);0
(1,1);0,38
(2,1);0,6799999


Errors
Walked path;Duration (s);Distance walked (m)


Pauses
Duration (s);Area;Time spent looking at landmarks (s)


