Simulation time (s);Position vector;;;Euler rotation vector;;;Instant speed (m/s);Mean speed (m/s);Instant acceleration (m/s^2);Distance travelled (m)
0;-6,033175;1,645396;-5,74354;350,1541;73,44785;12,1124;-1;0;-1;0
0,3333333;-6,033247;1,644242;-5,744286;350,2462;73,28546;11,96725;0,002249285;0,002249285;-1;0,0007497616
0,3835327;-6,027442;1,617916;-5,751968;355,1957;68,30827;8,837873;0,1918118;0,02706053;0,4942539;0,0103786
0,4102928;-6,027622;1,61291;-5,752006;355,6457;67,55427;8,248973;0,006867331;0,02574349;-2,403141;0,01056237
0,4240039;-6,027655;1,612119;-5,75207;355,7126;67,43505;8,153024;0,005288577;0,02508203;-0,03900932;0,01063488
0,4406148;-6,027655;1,612119;-5,75207;355,7126;67,43505;8,153024;0;0,02413646;-0,1744139;0,01063488
0,4578809;-6,02776;1,609154;-5,752481;355,9655;66,98804;7,708652;0,02453534;0,0241515;0,724248;0,01105851
0,4744048;-6,02773;1,607769;-5,752772;356,0966;66,813;7,456889;0,01769372;0,02392657;-0,2024747;0,01135088
0,4914707;-6,027709;1,607021;-5,752946;356,1579;66,72092;7,337854;0,01029671;0,02345328;-0,2202159;0,0115266
0,5066927;-6,027578;1,605569;-5,753277;356,3476;66,55132;6,985144;0,0233845;0,02345122;0,4053468;0,01188256
0,5245202;-6,027578;1,605569;-5,753277;356,3476;66,55132;6,985144;0;0,02265415;-0,7075601;0,01188256
0,540155;-6,027225;1,603179;-5,753732;356,5537;66,33344;6,460558;0,03684134;0,0230648;1,100981;0,01245857
0,5573703;-6,026869;1,601588;-5,753995;356,6756;66,20476;6,125959;0,02570468;0,02314634;-0,3390145;0,01290108
0,5740711;-6,026658;1,600836;-5,754094;356,7384;66,14072;5,954193;0,01398701;0,02287988;-0,34549;0,01313468
0,5906999;-6,026196;1,599407;-5,754233;356,8468;66,01631;5,628476;0,02901237;0,02305251;0,4508113;0,01361712
0,6077268;-6,025648;1,598048;-5,754277;356,9467;65,90055;5,32486;0,03228065;0,02331106;0,09710917;0,01416676
0,6255251;-6,025648;1,598048;-5,754277;356,9467;65,90055;5,32486;0;0,02264778;-0,9269334;0,01416676
0,6419632;-6,02435;1,595561;-5,754192;357,1328;65,68852;4,756097;0,07912841;0,02409403;2,311234;0,01546748
0,6569505;-6,02399;1,594981;-5,75417;357,1676;65,64041;4,623263;0,02406379;0,02409334;-1,752232;0,01582813
0,6746798;-6,023247;1,593853;-5,754141;357,2256;65,5493;4,366284;0,04190955;0,02456151;0,5454667;0,01657115
0,6910363;-6,022881;1,593305;-5,754144;357,2496;65,50811;4,24263;0,02241912;0,0245108;-0,571806;0,01693785
