Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
B;LIGHT;49,09571;26,11061;0,5318308;0;-1;1;01.11.12.13.23.33.32.42.43.44;10;4,909571;0;0;0;0
T;LIGHT;110,6781;20,68878;0,1869276;1;-1;0,3224148;53.43.33.32.33.34.35;7;15,81115;1;1;4,204315;0
B;LIGHT;203,0511;49,66971;0,2446168;1;-1;0,5509024;01.11.12.11.01.11.12.13.23.33.32.33.32.42.43.53.43.44;18;11,28061;3;4;25,03502;1,538583
T;ARROW;61,56053;15,04022;0,2443159;1;-1;0,1176099;53.43.33.34.35;5;12,31211;0;0;0;0
C;ARROW;162,5318;41,10443;0,2529009;2;-2;0,4164872;55.45.35.34.23.13.12.11.21.31;10;16,25318;0;0;0;0
T;PEANUT;83,08433;17,32039;0,2084676;1;-1;0,5786031;53.43.33.34.35;5;16,61687;0;0;0;0
A;PEANUT;151,5972;33,91859;0,2237416;1;-1;0,4329078;16.15.25.24.33.43.42.32.22.21;10;15,15972;0;0;0;0
