Simulation time (s);Position vector;;;Euler rotation vector;;;Instant speed (m/s);Mean speed (m/s);Instant acceleration (m/s^2);Distance travelled (m)
0;-6,100595;1,702169;-1,030234;6,339471;89,16426;357,0612;-1;0;-1;0
0,3333333;-6,101182;1,703613;-1,029999;6,15298;89,01272;356,9876;0,001893344;0,001893344;-1;0,0006311148
0,3796445;-6,111092;1,726363;-1,023379;6,729283;86,98154;0,8634081;0,2573519;0,03305557;0,6728889;0,01254937
0,4093321;-6,111531;1,727097;-1,022499;7,692805;86,82651;1,413784;0,03313911;0,03306163;-2,950217;0,01353319
0,4267232;-6,111969;1,727607;-1,021933;8,960845;86,70488;1,718767;0,04112144;0,03339011;0,1695528;0,01424833
0,4428455;-6,112185;1,727806;-1,021723;9,843878;86,63258;1,703739;0,01874083;0,03285679;-0,6678102;0,01455048
0,4594188;-6,112303;1,727882;-1,021629;10,27077;86,60281;1,686228;0,009081066;0,03199909;-0,2954452;0,01470098
0,4766814;-6,112541;1,727998;-1,021444;11,02864;86,53687;1,615494;0,01743829;0,03147179;0,2469928;0,01500201
0,4934183;-6,112988;1,727988;-1,02127;12,6851;86,33176;1,342861;0,0286835;0,0313772;0,3307462;0,01548209
0,511672;-6,113127;1,728003;-1,021196;12,94749;86,30805;1,304256;0,008632829;0,03056581;-0,5730301;0,01563967
0,5265651;-6,113406;1,728;-1,021047;13,3393;86,27191;1,238769;0,02124255;0,03030211;0,3804201;0,01595604
0,542962;-6,113406;1,728;-1,021047;13,3393;86,27191;1,238769;0;0,02938703;-0,678894;0,01595604
0,5594339;-6,113726;1,727945;-1,020914;13,63245;86,24597;1,183772;0,02101263;0,02914045;0,6392879;0,01630216
0,5763935;-6,114583;1,727556;-1,020687;14,92223;86,03266;0,8720396;0,05228341;0,0298214;0,9353663;0,01718886
0,5926242;-6,115165;1,727243;-1,020551;15,64284;85,91177;0,6938002;0,036844;0,03001374;-0,4651783;0,01778687
0,609216;-6,115454;1,727041;-1,020443;15,85931;85,87593;0,6638575;0,01856342;0,02970189;-0,5569538;0,01809487
