Areas
Area;Time spent in Area (s)
(1,5);2,861315
(2,5);8,142932
(2,4);7,953417
(3,3);3,480461
(4,3);3,181137
(4,2);1,667408
(3,2);5,458124
(2,2);3,563095
(2,1);3,89587


Steps
Foot;Start time (s);End time (s);Duration (s);Length (m)
Left;1,092937;1,609004;0,5160669;0,7020938
Right;1,487562;2,195713;0,7081509;0,7363601
Left;2,004214;2,872707;0,8684926;0,6881894
Right;2,785606;3,480325;0,6947191;0,7347435
Left;3,403831;4,178098;0,7742674;0,6140884
Right;4,383123;4,844049;0,4609261;0,3497873
Left;6,163666;6,369914;0,2062473;0,1204755
Right;8,545082;9,385463;0,8403807;0,2279737
Left;9,325268;10,31915;0,9938803;0,76086
Right;10,26606;10,79129;0,5252285;0,3544505
Left;10,67019;11,352;0,6818151;0,5058169
Left;11,88436;12,64605;0,7616835;0,7197587
Left;16,13274;16,8184;0,6856575;0,3314305
Left;17,38559;18,34775;0,962162;0,8394417
Left;18,92262;19,63336;0,7107391;0,8251675
Left;20,17726;21,0315;0,8542404;0,8843937
Left;21,47934;22,34076;0,8614197;0,8397098
Left;22,90786;23,66316;0,7552967;0,819444
Left;24,22852;24,97801;0,7494926;0,8258675
Left;25,62686;26,20832;0,5814629;0,5176978
Left;26,77942;27,92967;1,150257;0,9001206
Left;28,48238;29,05565;0,573267;0,8936228
Right;29,26457;29,88376;0,6191902;0,7386701
Left;29,74768;30,54906;0,8013783;0,863083
Right;30,47127;31,33207;0,860796;0,8200299
Left;31,12724;31,81256;0,6853218;0,6967385
Right;33,1253;33,688;0,5627022;0,5414385
Left;33,81221;34,71839;0,9061813;0,7543997
Right;34,57093;35,35065;0,7797203;0,8739836
Left;35,18025;35,95368;0,7734337;0,8967184
Right;35,78756;36,61021;0,8226547;0,8859046
Left;36,4564;37,23859;0,782196;0,8488228
Right;37,10999;37,86981;0,7598152;0,8076149
Left;37,79837;38,42417;0,6257973;0,5244544
Right;38,41207;39,15602;0,7439461;0,6196508
Left;39,14178;40,0217;0,8799171;0,7298281
Right;39,84909;40,5905;0,7414093;0,8372583
Left;40,55409;41,27349;0,7193947;0,7393853
Right;41,24376;42,04175;0,7979889;0,8050242
Left;41,8746;42,83322;0,958622;0,8313026
Right;42,58524;43,41556;0,8303223;0,8415467
Left;43,34669;43,85978;0,513092;0,8459178


Landmarks
Area;Time spent looking at landmarks (s)
(1,5);0,6
(2,5);3,279998
(2,4);1,659999
(3,3);0
(4,3);0,32
(4,2);0
(3,2);0,4
(2,2);0,32


Errors
Walked path;Duration (s);Distance walked (m)


Pauses
Duration (s);Area;Time spent looking at landmarks (s)
1,961548;(2,5);0,8599997
3,263268;(2,4);0,6199999


