Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,0071599;3,557305;0,05330038;-7,161912;20,044;172,7354;2,044539;0;0;0;-1;-1
0,3205436;3,556413;0,05045559;-7,160295;18,92628;172,3814;1,346248;0;0,005893175;0;-1;-1
0,3479776;3,557573;0,02466218;-7,147138;4,873822;176,8408;5,835731;0;0,04417237;0;-1;-1
0,3680778;3,557822;0,02478159;-7,145979;4,264952;174,795;5,023076;0;0,04499617;0;-1;-1
0,3781491;3,557822;0,02478159;-7,145979;4,264952;174,795;5,023076;0;0,04377465;0;-1;-1
0,3880349;3,557822;0,02478159;-7,145979;4,264952;174,795;5,023076;0;0,04263846;0;-1;-1
0,398398;3,557822;0,02478159;-7,145979;4,264952;174,795;5,023076;0;0,04150905;0;-1;-1
0,4100913;3,557822;0,02478159;-7,145979;4,264952;174,795;5,023076;0;0,04030444;0;-1;-1
0,4214657;3,557822;0,02478159;-7,145979;4,264952;174,795;5,023076;0;0,03919791;0;-1;-1
0,4325431;3,557822;0,02478159;-7,145979;4,264952;174,795;5,023076;0;0,03817716;0;-1;-1
0,4610481;3,557822;0,02478159;-7,145979;4,264952;174,795;5,023076;0;0,03577957;0;-1;-1
0,4833755;3,557822;0,02478159;-7,145979;4,264952;174,795;5,023076;0;0,03410204;0;-1;-1
0,5060734;3,557822;0,02478159;-7,145979;4,264952;174,795;5,023076;0;0,03255058;0;-1;-1
0,5174225;3,557822;0,02478159;-7,145979;4,264952;174,795;5,023076;0;0,0318266;0;-1;-1
0,5809456;3,557822;0,02478159;-7,145979;4,264952;174,795;5,023076;0;0,02830311;0;-1;-1
0,617583;3,559986;0,02696616;-7,145;3,598899;175,587;2,577949;0;0,03049616;0;-1;-1
0,6501493;3,560736;0,02941151;-7,143602;2,441619;176,0374;1,584211;0;0,03141778;0;-1;-1
0,6628898;3,559191;0,03013881;-7,143387;0,2704382;175,4432;0,2925133;0;0,03318661;0;-1;-1
0,6717293;3,559191;0,03013881;-7,143387;0,2704382;175,4432;0,2925133;0;0,03274519;0;-1;-1
0,6904112;3,556684;0,03035234;-7,143601;357,5283;174,4106;1,016541;0,01089986;0,03553349;0;-1;-1
0,7002004;3,558211;0,03351771;-7,14133;356,683;174,7288;358,545;0,1891434;0,03898058;0;-1;-1
0,711138;3,558211;0,03351771;-7,14133;356,683;174,7288;358,545;0,009067939;0,03837495;0;-1;-1
0,7259222;3,558401;0,03611571;-7,139135;354,2373;174,337;357,6707;0,03576987;0,04065148;0;-1;-1
0,740211;3,558401;0,03611571;-7,139135;354,2373;174,337;357,6707;2,286427E-09;0,03985909;0;-1;-1
0,7524583;3,556627;0,0397443;-7,135047;347,9536;172,5712;357,729;0,07154532;0,04518341;0;-1;-1
0,7626294;3,557196;0,04219874;-7,132562;345,3596;171,5197;357,4858;0,05307744;0,04794995;0;-1;-1
0,7767767;3,557196;0,04219874;-7,132562;345,3596;171,5197;357,4858;1,693234E-09;0,04706853;0;-1;-1
0,7915701;3,557956;0,05083857;-7,122663;337,1442;168,6815;357,7508;0,1335465;0,05883778;0;-1;-1
0,8052315;3,557906;0,05426871;-7,117954;334,0557;167,7772;358,4143;0,06355602;0,0637311;0;-1;-1
0,8204306;3,557906;0,05426871;-7,117954;334,0557;167,7772;358,4143;1,655649E-09;0,06254003;0;-1;-1
0,8332433;3,558227;0,06576049;-7,098959;324,8179;165,1982;0,5279358;0,2752274;0,08456653;0;-1;-1
0,848577;3,558227;0,06576049;-7,098959;324,8179;165,1982;0,5279358;1,8128E-09;0,08302542;1;7,957635;-1,833243
0,8718234;3,558227;0,06576049;-7,098959;324,8179;165,1982;0,5279358;1,75192E-09;0,08079328;1;7,957635;-1,833243
