Simulation time (s);Position vector;;;Euler rotation vector;;;Instant speed (m/s);Mean speed (m/s);Distance travelled (m)
12,32519;2,506326;1,641543;3,83259;7,134096;274,4517;0,7276513;0,6649081;0,58473;7,198993
12,61933;2,306736;1,645689;3,835273;8,797247;270,4249;1,525909;0,6786314;0,586921;7,398601
12,63745;2,293681;1,645103;3,834646;8,866886;269,4858;1,449055;0,7213783;0,587114;7,411671
12,65024;2,287519;1,644873;3,834221;8,818557;269,0242;1,4534;0,4829188;0,5870085;7,417848
12,66016;2,287519;1,644873;3,834221;8,818557;269,0242;1,4534;0;0,586548;7,417848
12,67174;2,274737;1,644256;3,833724;9,179109;268,1046;1,289311;1,104739;0,5870219;7,430639
12,68151;2,268195;1,643856;3,833573;9,345737;267,7441;1,219014;0,669355;0,5870855;7,437183
12,6938;2,268195;1,643856;3,833573;9,345737;267,7441;1,219014;0;0,5865167;7,437183
12,70325;2,24867;1,642569;3,833869;9,567611;266,7423;1,089897;2,065113;0,5876185;7,45671
12,71963;2,24867;1,642569;3,833869;9,567611;266,7423;1,089897;0;0,5868611;7,45671
12,72866;2,235298;1,641292;3,834551;10,10952;266,1083;0,8255689;1,482756;0,5874974;7,470099
12,74431;2,222574;1,639466;3,835737;11,24819;265,4136;0,5761569;0,8166474;0,5877791;7,482879
12,76348;2,208905;1,637896;3,837445;10,82961;265,2867;0,4961076;0,7185136;0,5879757;7,496655
12,77617;2,208905;1,637896;3,837445;10,82961;265,2867;0,4961076;0;0,5873908;7,496655
12,79039;2,196266;1,635563;3,838951;12,15352;264,5791;0,2755471;0,8951758;0,5877334;7,509382
12,80578;2,183213;1,633465;3,841033;12,62685;264,1812;0,1085352;0,8589284;0,5880596;7,522601
12,81609;2,183213;1,633465;3,841033;12,62685;264,1812;0,1085352;0;0,5875862;7,522601
12,82617;2,170268;1,631159;3,843479;13,25362;263,8046;359,9047;1,307504;0,5881523;7,535775
12,84658;2,157304;1,628946;3,846128;13,55344;263,3841;359,817;0,6480985;0,5882477;7,549007
12,858;2,157304;1,628946;3,846128;13,55344;263,3841;359,817;0;0,5877248;7,549007
12,86693;2,144427;1,626493;3,849042;14,0098;263,0583;359,7408;1,478991;0,5883438;7,562209
