0

0,02

0,04

0,3733333

0,4749633

0,4991939

0,5099525

0,5134289

0,5166042

0,5200133

0,5233395

0,5263032

0,5297342

0,5337402

0,5374555

0,5407741

0,5444783

0,5498082

0,5527409

0,5556789

0,5587917

0,5618689

0,5655564

0,5689142

0,5719348

0,5750604

0,5781406

0,5814741

0,5849588

0,5880945

0,5912676

0,5944194

0,597834

0,6010464

0,604282

0,6073849

0,6110483

0,6142947

0,6173902

0,6203251

0,6236398

0,6266906

0,6300933

0,6333489

0,6364129

0,6403446

0,6439795

0,6477028

0,6511136

0,6542225

0,6581597

0,6626192

0,6700362

0,6736068

0,6768118

0,6800765

0,6832886

0,6863467

0,6895381

0,6925952

0,6961452

0,6993268

0,7026098

0,7059047

0,7091808

0,7123725

0,7155685

0,7191224

0,7222164

0,7254562

0,7286275

0,7319585

0,7352575

0,7383712

0,741519

0,7449229

0,750141

0,7534127

0,7566363

0,7596802

0,7636014

0,7669718

0,7702349

0,7734987

0,7766661

0,7805537

0,7840001

0,7871499

0,7902868

0,7934595

0,7965803

0,7996495

0,8028761

0,8062217

0,8092332

0,8122254

0,8159498

0,8191204

0,8220609

0,8253285

0,8286645

0,8319736

0,8350742

0,8381466

0,8411928

0,8498198

0,8528053

0,8557413

0,8586627

0,8619537

0,8654186

0,8685241

0,8716514

0,8748365

0,877772

0,8811356

0,8844883

0,8877286

0,8911143

0,8942949

0,8975886

0,9006869

0,9042068

0,9071231

0,9104421

0,9137917

0,9168424

0,9200855

0,9235557

0,926757

0,9300162

0,9330164

0,9366586

0,939981

0,9430016

0,9463415

0,9516048

0,9549495

0,9579711

0,9610696

0,9645026

0,9675292

0,9707436

0,973866

0,9769707

0,9803233

0,9836894

0,9868342

0,9900247

0,9930857

0,9962009

0,999413

1,002676

1,006169

1,009234

1,012245

1,015836

1,019396

1,022469

1,025875

