Areas
Area;Time spent in Area (s)
(4,5);5,027321
(3,5);5,056024
(3,4);6,879715
(2,3);0,1277065
(1,3);7,158224
(1,2);7,181347
(1,1);5,160694
(2,1);7,315186
(3,1);4,937595


Steps
Foot;Start time (s);End time (s);Duration (s);Length (m)
Right;1,02823;1,791046;0,762816;0,7800508
Left;1,801189;2,729747;0,9285581;0,8053519
Right;2,66959;3,543706;0,8741162;0,8384095
Left;3,612457;4,406521;0,7940638;0,8495876
Right;4,383239;5,325475;0,9422359;0,8581259
Left;5,205095;6,122752;0,9176564;0,8482714
Right;6,122752;6,934125;0,8113737;0,8151596
Left;7,105412;7,994999;0,8895874;0,690303
Right;8,031504;8,883792;0,8522882;0,8288544
Left;9,000791;10,02918;1,028393;0,6459399
Right;10,03841;10,74663;0,7082224;0,6647258
Left;11,00093;11,94159;0,9406643;0,6808229
Right;12,07254;12,91826;0,8457212;0,73001
Left;13,09876;14,01362;0,9148579;0,718042
Right;14,12152;14,97469;0,8531675;0,70917
Left;15,03522;15,9132;0,8779716;0,825467
Right;15,87157;16,77121;0,8996468;0,7970296
Left;17,06687;17,9741;0,9072266;0,7977321
Right;18,22674;19,01008;0,7833385;0,7747248
Left;19,15183;20,2899;1,138073;0,8182746
Right;20,01432;20,82078;0,8064537;0,7438152
Left;20,88827;21,80065;0,9123821;0,8881639
Right;21,75071;22,67037;0,9196644;0,8584057
Left;22,71549;23,61598;0,9004898;0,806968
Right;23,89653;24,74521;0,8486767;0,8066967
Left;24,85373;25,83105;0,9773159;0,7952643
Right;25,87509;26,75757;0,8824844;0,7860159
Left;26,97296;27,73333;0,7603683;0,7384508
Right;27,91898;28,64773;0,7287521;0,6695627
Left;29,22482;29,9326;0,7077808;0,5801296
Right;30,08604;30,98332;0,8972778;0,7995621
Left;31,38254;32,02721;0,6446724;0,702161
Right;32,30581;33,17881;0,8729973;0,7796249
Left;33,26769;34,04534;0,7776489;0,7698903
Right;34,41372;35,31722;0,9035072;0,7790141
Right;36,64323;37,77831;1,135078;0,7052284
Left;37,87792;38,94152;1,063599;0,7429166
Right;38,97234;39,74564;0,7733078;0,8117072
Left;39,9308;40,95007;1,019272;0,7872812
Right;40,95008;41,78881;0,8387299;0,7809114
Left;42,19945;42,70435;0,5049057;0,4190959
Right;43,10331;43,71129;0,6079865;0,5020742
Left;44,01206;45,02533;1,013264;0,7168678
Right;44,92487;45,76727;0,8424034;0,7792282
Left;46,21151;47,0961;0,8845863;0,6514699
Right;47,26684;48,04554;0,778698;0,7071255
Left;48,25116;49,30018;1,049023;0,7085729
Right;49,51104;50,30272;0,7916832;0,756779
Left;50,48856;51,3989;0,9103394;0,6801608
Right;51,55464;52,41891;0,8642731;0,6969755
Left;52,50004;53,54696;1,046921;0,8237712
Right;53,72435;54,58984;0,8654938;0,797496
Left;54,69538;55,62777;0,9323921;0,820392
Right;55,9525;56,69566;0,7431641;0,6938121
Left;56,9153;57,79463;0,8793259;0,7662611
Right;57,81096;58,80032;0,9893532;0,5737364
Left;58,93253;59,82934;0,8968086;0,7265899


Landmarks
Area;Time spent looking at landmarks (s)
(4,5);0,42
(3,5);1,559999
(3,4);0
(2,3);0,02
(1,3);0,09999999
(1,2);0
(1,1);0
(2,1);2,019999


Errors
Walked path;Duration (s);Distance walked (m)


Pauses
Duration (s);Area;Time spent looking at landmarks (s)


