Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,0076134;-5,44666;0,06455275;-5,985385;5,740136;275,4582;8,529612;0;0;0;-1;-1
0,3380735;-5,446853;0,06466629;-5,986615;5,902121;275,3375;8,94131;0;0,003768398;0;-1;-1
0,3632869;-5,446286;0,06116953;-5,983082;4,983705;274,8669;13,07942;0;0,01356263;0;-1;-1
0,375982;-5,445746;0,06233132;-5,983318;4,397729;274,3609;8,334078;0;0,01469451;0;-1;-1
0,3883219;-5,445627;0,0626165;-5,982759;3,983193;274,5136;7,970466;0;0,01571943;0;-1;-1
0,4000336;-5,445364;0,061768;-5,982659;3,637749;274,2452;6,461431;0;0,01596637;0;-1;-1
0,4090284;-5,445364;0,061768;-5,982659;3,637749;274,2452;6,461431;0;0,0156086;0;-1;-1
0,4208902;-5,445083;0,06124301;-5,982085;3,145293;274,1413;5,513155;0;0,0167076;0;-1;-1
0,4340135;-5,445083;0,06124301;-5,982085;3,145293;274,1413;5,513155;0;0,01619339;0;-1;-1
0,4461006;-5,444596;0,06079463;-5,981403;2,598659;273,9763;4,538843;0;0,01765714;0;-1;-1
0,4575572;-5,444596;0,06079463;-5,981403;2,598659;273,9763;4,538843;0;0,01720755;0;-1;-1
0,4722828;-5,443211;0,05983765;-5,980315;1,363405;274,1061;0,9770347;0;0,0204539;0;-1;-1
0,4843558;-5,442832;0,05973112;-5,979943;0,9143612;274,0225;359,9919;0;0,02104916;0;-1;-1
0,4933616;-5,442832;0,05973112;-5,979943;0,9143612;274,0225;359,9919;0;0,02065891;0;-1;-1
0,5083052;-5,443647;0,05893133;-5,978533;0,5584809;273,563;0,06269108;0;0,02329364;0;-1;-1
0,522689;-5,443307;0,05797568;-5,977802;359,9717;273,2457;358,563;0;0,02420917;0;-1;-1
0,5343107;-5,443307;0,05797568;-5,977802;359,9717;273,2457;358,563;0;0,02367499;0;-1;-1
0,5452356;-5,442223;0,0577528;-5,976359;359,05;273,3896;357,0511;0;0,02655043;0;-1;-1
0,5564682;-5,442223;0,0577528;-5,976359;359,05;273,3896;357,0511;0;0,02600705;0;-1;-1
0,5694273;-5,441068;0,05740617;-5,975245;358,3065;273,5062;355,0405;0,01284763;0,02826373;0;-1;-1
0,5833408;-5,44009;0,05674672;-5,974006;357,4134;273,5292;353,4174;0,0260645;0,03032215;0;-1;-1
0,5981264;-5,44009;0,05674672;-5,974006;357,4134;273,5292;353,4174;0,02427099;0,02956293;0;-1;-1
0,6097851;-5,440124;0,05623674;-5,970824;356,4144;272,7433;352,353;0,05645845;0,03427417;0;-1;-1
0,6215213;-5,439751;0,0562733;-5,970514;356,0607;272,7341;352,144;0,0186295;0,03440877;0;-1;-1
0,6355962;-5,439751;0,0562733;-5,970514;356,0607;272,7341;352,144;1,346325E-09;0,03363757;0;-1;-1
0,648342;-5,438236;0,05588701;-5,971525;355,4672;273,6041;350,9494;0,03708021;0,03581086;0;-1;-1
0,6643531;-5,437166;0,05591524;-5,972032;355,2133;274,0234;349,9181;0,01686754;0,03674066;0;-1;-1
0,6768012;-5,437166;0,05591524;-5,972032;355,2133;274,0234;349,9181;0,01798769;0,03605722;0;-1;-1
0,6897963;-5,436886;0,05616769;-5,971729;355,0112;273,9786;349,4431;0,008508737;0,03597579;0;-1;-1
0,7023042;-5,436123;0,05636766;-5,971213;354,8827;273,8489;349,7083;0,02117364;0,03665345;0;-1;-1
0,7169324;-5,436123;0,05636766;-5,971213;354,8827;273,8489;349,7083;0,01017114;0,03589756;0;-1;-1
0,7273493;-5,436187;0,05630387;-5,971303;354,4781;274,0295;349,6886;0,002788047;0,03553041;0;-1;-1
0,7369375;-5,436187;0,05630387;-5,971303;354,4781;274,0295;349,6886;0,02772315;0,03506331;0;-1;-1
0,7519655;-5,435424;0,05658517;-5,970929;354,0252;274,3231;349,784;0,02118863;0,03549623;0;-1;-1
0,7624223;-5,434494;0,05720584;-5,970678;353,4556;274,2836;349,6598;0,02545864;0,03628161;0;-1;-1
0,7710614;-5,434494;0,05720584;-5,970678;353,4556;274,2836;349,6598;0,03905761;0,03587105;0;-1;-1
0,7843509;-5,433308;0,0578641;-5,970487;352,608;274,3893;349,355;0,02391065;0,0368031;0;-1;-1
0,7959808;-5,433308;0,0578641;-5,970487;352,608;274,3893;349,355;0,02943338;0,03626018;0;-1;-1
0,809001;-5,431736;0,05921655;-5,970919;351,6028;274,2903;348,8257;0,04655828;0,03770554;0;-1;-1
0,824113;-5,430501;0,06067258;-5,971093;350,4047;274,2224;348,8921;0,02928246;0,03853519;0;-1;-1
0,8361189;-5,430501;0,06067258;-5,971093;350,4047;274,2224;348,8921;0,06452682;0,03797678;0;-1;-1
0,8488686;-5,429945;0,0620682;-5,971392;348,9092;274,2151;349,571;0,02742115;0,03815212;0;-1;-1
0,8590486;-5,429263;0,06356189;-5,972271;347,7251;273,6844;349,9793;0,04273085;0,03900237;0;-1;-1
0,8708;-5,429263;0,06356189;-5,972271;347,7251;273,6844;349,9793;0,03446901;0,0384714;0;-1;-1
0,8816754;-5,42652;0,06637339;-5,972671;345,6656;273,2797;349,9307;0,07549585;0,04116334;0;-1;-1
0,8921716;-5,42652;0,06637339;-5,972671;345,6656;273,2797;349,9307;0;0,0406749;0;-1;-1
0,911638;-5,424429;0,0694081;-5,973172;343,3833;273,0991;350,5893;0,03985079;0,04217746;0;-1;-1
0,9256814;-5,421506;0,07314781;-5,973965;340,5988;272,7708;351,4279;0,0721752;0,04483111;0;-1;-1
0,9362956;-5,421506;0,07314781;-5,973965;340,5988;272,7708;351,4279;0;0,04431872;0;-1;-1
0,949651;-5,418548;0,07785401;-5,974767;337,0191;272,4103;352,3795;0,1022835;0,04694471;0;-1;-1
0,966083;-5,414126;0,08306716;-5,975606;332,6621;271,9166;353,0076;0,09742757;0,05083497;0;-1;-1
0,9782434;-5,414126;0,08306716;-5,975606;332,6621;271,9166;353,0076;0,01368921;0,05019809;0;-1;-1
0,9929938;-5,414126;0,08306716;-5,975606;332,6621;271,9166;353,0076;0,02532003;0,04944666;0;-1;-1
1,007323;-5,414126;0,08306716;-5,975606;332,6621;271,9166;353,0076;0;0,04873795;0;-1;-1
1,017216;-5,414126;0,08306716;-5,975606;332,6621;271,9166;353,0076;0,02322588;0,04826036;0;-1;-1
1,02823;-5,390515;0,1053014;-5,982085;317,8486;268,7149;359,1666;0,6839058;0,07172926;0;-1;-1
1,058658;-5,378469;0,1132733;-5,983979;312,5068;268,4346;358,348;0,06743675;0,08125479;1;8,063538;-2,02823
1,073124;-5,378469;0,1132733;-5,983979;312,5068;268,4346;358,348;0,02669733;0,08015162;1;8,063538;-2,02823
1,089265;-5,378469;0,1132733;-5,983979;312,5068;268,4346;358,348;8,865691E-09;0,07895552;1;8,063538;-2,02823
1,10199;-5,330613;0,1376738;-5,989429;301,5078;266,495;5,985967;0,8678212;0,122049;1;8,063538;-2,02823
1,112183;-5,330613;0,1376738;-5,989429;301,5078;266,495;5,985967;0,03855086;0,1209227;1;8,063538;-2,02823
1,124281;-5,309868;0,1405687;-5,992881;301,2469;268,3741;2,419105;0,3670169;0,1384456;1;8,063538;-2,02823
1,138295;-5,309868;0,1405687;-5,992881;301,2469;268,3741;2,419105;0,07547005;0,1367296;1;8,063538;-2,02823
1,151357;-5,271935;0,140719;-5,998662;305,7433;272,6752;358,3103;0,6051767;0,1687165;1;8,063538;-2,02823
1,170379;-5,257039;0,1393711;-6,000674;307,3087;273,9002;356,5864;0,143301;0,1788836;1;8,063538;-2,02823
1,183949;-5,224405;0,1351634;-6,004528;310,5513;275,759;355,1617;0,465277;0,2047551;1;8,063538;-2,02823
1,192861;-5,224405;0,1351634;-6,004528;310,5513;275,759;355,1617;0;0,2032155;1;8,063538;-2,02823
1,210655;-5,189487;0,1274574;-6,007981;315,6753;277,232;351,4512;0,3877042;0,2293756;1;8,063538;-2,02823
1,235451;-5,152839;0,1187497;-6,012043;320,4157;278,5422;347,0097;0,2696262;0,2547745;1;8,063538;-2,02823
1,256747;-5,112241;0,1081354;-6,016516;326,3743;278,2872;347,8909;0,3786757;0,2831283;1;8,063538;-2,02823
1,26799;-5,069151;0,09792181;-6,020804;332,0051;278,0226;346,4287;0,7574911;0,3149597;1;8,063538;-2,02823
1,278805;-5,069151;0,09792181;-6,020804;332,0051;278,0226;346,4287;0;0,3122802;1;8,063538;-2,02823
1,293111;-5,069151;0,09792181;-6,020804;332,0051;278,0226;346,4287;0;0,3088048;1;8,063538;-2,02823
1,309743;-4,981878;0,08566549;-6,035008;342,8055;282,7097;345,4864;0,7897998;0,3727654;1;8,063538;-2,02823
1,323104;-4,939852;0,0783682;-6,037407;347,9592;281,6974;345,0845;0,5401047;0,4009786;1;8,063538;-2,02823
1,332945;-4,939852;0,0783682;-6,037407;347,9592;281,6974;345,0845;6,036212E-09;0,3980013;1;8,063538;-2,02823
1,34229;-4,896879;0,07287946;-6,040783;351,5028;280,6422;345,5446;0,9604219;0,4275113;1;8,063538;-2,02823
