Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
T;LIGHT;40,92026;3,186522;0,07787149;2;0,04947653;0,9969543;53.33;2;20,46013;1;1;-40,45692;0
T;LIGHT;87,80629;23,83383;0,2714365;1;-1;0,5893814;53.43.33.32.33.34.33.34.35;9;9,756254;2;2;14,65657;0
A;LIGHT;12,65639;1,511322;0,1194118;1;-1;1;16;1;12,65639;0;0;0;0
A;LIGHT;99,96329;31,53928;0,3155086;2;-2;0,6609973;16.15.25.24.33.43.42.32.22.21;10;9,996328;0;0;0;0
T;PEANUT;65,50274;15,05072;0,2297724;1;-1;0,6772152;53.43.33.34.35;5;13,10055;0;0;0;0
B;PEANUT;207,7577;54,92093;0,2643508;1;-1;0,6039118;01.11.12.13.14.13.23.13.23.33.32.42.43.44;14;14,83984;2;2;51,23232;0
T;ARROW;92,55169;29,66039;0,3204738;1;-1;0,69967;53.43.33.34.33.34.33.34.35;9;10,28352;2;2;29,01635;0
C;ARROW;176,0854;53,33591;0,3028979;1;-1;0,5389485;55.45.35.34.32.34.23.13.12.11.21.31;12;14,67379;1;1;24,4818;0
C;PEANUT;110,7615;28,4621;0,2569675;1;-0,0366182;0,5920033;55.45.35.34.23.13.12.11.21.31.32;11;10,06923;1;1;-105,2084;0
