Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,0070126;0;0;0;0;270;0;0;0;0;-1;-1
0,3100752;0;0;0;0;270;0;0;0;0;-1;-1
0,3325758;0;0;0;0;270;0;0;0;0;-1;-1
0,3432468;0;0;0;0;270;0;0;0;0;-1;-1
0,3566912;0;0;0;0;270;0;0;0;0;-1;-1
0,3684454;0;0;0;0;270;0;0;0;0;-1;-1
0,3797018;0;0;0;0;270;0;0;0;0;-1;-1
0,3909266;0;0;0;0;270;0;0;0;0;-1;-1
0,4017822;0;0;0;0;270;0;0;0;0;-1;-1
0,4105131;0;0;0;0;270;0;0;0;0;-1;-1
0,4206152;0;0;0;0;270;0;0;0;0;-1;-1
0,4312701;0;0;0;0;270;0;0;0;0;-1;-1
0,4413064;0;0;0;0;270;0;0;0;0;-1;-1
0,4530466;0;0;0;0;270;0;0;0;0;-1;-1
0,4642943;0;0;0;0;270;0;0;0;0;-1;-1
0,4770098;0;0;0;0;270;0;0;0;0;-1;-1
0,489063;0;0;0;0;270;0;0;0;0;-1;-1
0,5001898;0;0;0;0;270;0;0;0;0;-1;-1
0,5089741;0;0;0;0;270;0;0;0;0;-1;-1
0,519781;0;0;0;0;270;0;0;0;0;-1;-1
0,5311663;0;0;0;0;270;0;0;0;0;-1;-1
0,5448533;0;0;0;0;270;0;0;0;0;-1;-1
0,5684548;0;0;0;0;270;0;0;0;0;-1;-1
0,5842745;0;0;0;0;270;0;0;0;0;-1;-1
0,5954229;0;0;0;0;270;0;0;0;0;-1;-1
0,6069059;0;0;0;0;270;0;0;0;0;-1;-1
0,6204726;0;0;0;0;270;0;0;0;0;-1;-1
0,6385744;0;0;0;0;270;0;0;0;0;-1;-1
0,6539791;-5,466514;0,04889403;-5,920846;351,7771;264,9944;3,256051;119,3706;0;0;-1;-1
0,6647546;-5,466514;0,04889403;-5,920846;351,7771;264,9944;3,256051;0;0;1;0;-1,653979
0,6782898;-5,466514;0,04889403;-5,920846;351,7771;264,9944;3,256051;0;0;1;0;-1,653979
0,6900082;-5,466514;0,04889403;-5,920846;351,7771;264,9944;3,256051;0;0;1;0;-1,653979
0,7031931;-5,466514;0,04889403;-5,920846;351,7771;264,9944;3,256051;0;0;1;0;-1,653979
0,7137128;-5,466514;0,04889403;-5,920846;351,7771;264,9944;3,256051;0;0;1;0;-1,653979
0,7220144;-5,466514;0,04889403;-5,920846;351,7771;264,9944;3,256051;0;0;1;0;-1,653979
0,7342221;-5,466514;0,04889403;-5,920846;351,7771;264,9944;3,256051;0;0;1;0;-1,653979
0,7473946;-5,466514;0,04889403;-5,920846;351,7771;264,9944;3,256051;0;0;1;0;-1,653979
