Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
T;ARROW;160,5452;25,17393;0,1568028;5;0,03188599;0,1776286;53.43.33.34.33.32.33.34.35;9;17,83835;1;2;18,02856;2,439626
B;ARROW;39,11727;21,33954;0,5455275;6;0,1550297;0,7809524;01.11.12.13.23.33.32.42.43.44;10;3,911727;0;0;0;0
T;LIGHT;99,80759;22,36331;0,2240642;33;0,3335995;0,6151611;53.43.33.34.33.34.35;7;14,25823;1;1;11,68813;0
A;LIGHT;96,20103;26,02356;0,2705123;20;0,207898;0,3042111;16.15.25.24.33.43.42.32.22.21;10;9,620103;0;0;0;0
T;PEANUT;88,68269;16,40416;0,1849759;15;0,1722808;0,1750456;53.43.33.43.33.34.35;7;12,66895;1;1;20,14631;0
C;PEANUT;80,14288;25,73613;0,321128;23;0,2919007;0,2622183;55.45.35.34.23.13.12.11.21.31;10;8,014288;0;0;0;0
