Simulation time (s);Position vector;;;Euler rotation vector;;;Instant speed (m/s);Mean speed (m/s);Distance travelled (m)
4,790878;-0,8068961;1,598635;5,496343;20,19973;338,7247;359,7936;2,240663;0,6712335;3,205598
5,124212;-0,9195127;1,63512;5,811094;17,9352;335,5542;0,03602628;1,002873;0,692871;3,539889
5,147898;-0,9238884;1,633287;5,825197;18,93546;335,5635;0,1015953;0,6234023;0,6925505;3,554655
5,163859;-0,9238884;1,633287;5,825197;18,93546;335,5635;0,1015953;0;0,6904036;3,554655
5,175415;-0,9320076;1,631175;5,845788;18,00147;335,5025;359,8185;1,915396;0,6931468;3,576789
5,189974;-0,9376664;1,629186;5,85913;17,74799;335,8708;359,8591;0,995436;0,6939973;3,591281
5,205046;-0,9403757;1,628148;5,866472;17,98664;335,7268;359,7746;0,5192168;0,6934897;3,599107
5,217547;-0,9403757;1,628148;5,866472;17,98664;335,7268;359,7746;0;0,6918233;3,599107
5,229457;-0,9499792;1,625176;5,886639;17,55811;336,2008;359,8477;1,875467;0,6945269;3,621444
5,241341;-0,9499792;1,625176;5,886639;17,55811;336,2008;359,8477;0;0,6929475;3,621444
5,251372;-0,9571412;1,623246;5,900345;17,33395;336,348;359,988;1,54176;0,6945736;3,636909
5,266037;-0,9610078;1,622213;5,907075;17,30865;336,3463;0,03567086;0,529222;0,6941118;3,64467
5,276005;-0,9610078;1,622213;5,907075;17,30865;336,3463;0,03567086;0;0,6927966;3,64467
5,291187;-0,9735065;1,61888;5,927482;17,41881;335,9391;0,2316979;1,576166;0,6953387;3,668601
5,305871;-0,9780537;1,617872;5,933633;17,26002;336,091;0,3046982;0,5209931;0,6948549;3,67625
5,320191;-0,9780537;1,617872;5,933633;17,26002;336,091;0,3046982;0;0,692979;3,67625
5,333539;-0,9911403;1,616355;5,954529;17,24144;335,7768;0,4336801;1,84716;0,6958757;3,700906
5,34757;-0,9955393;1,616213;5,961425;17,25059;335,8411;0,4414114;0,5829798;0,6955787;3,709086
5,36418;-0,9955393;1,616213;5,961425;17,25059;335,8411;0,4414114;0;0,6934189;3,709086
5,377541;-1,009216;1,617509;5,982021;16,7001;336,2889;0,7632496;1,850419;0,6963016;3,733809
5,389386;-1,018449;1,618953;5,996072;16,71327;336,4514;0,9792203;1,419383;0,6978953;3,750622
5,4013;-1,018449;1,618953;5,996072;16,71327;336,4514;0,9792203;0;0,6963516;3,750622
5,413579;-1,02771;1,620749;6,009731;16,84321;336,5319;1,296196;1,343941;0,6978246;3,767124
5,424699;-1,032239;1,621625;6,016364;16,71174;336,6724;1,384769;0,7223134;0,697875;3,775156
5,437385;-1,032239;1,621625;6,016364;16,71174;336,6724;1,384769;0;0,6962422;3,775156
5,456398;-1,044598;1,625074;6,036371;16,58921;336,892;1,742836;1,236886;0,6981313;3,798673
5,473989;-1,051951;1,6274;6,049661;17,05156;336,9567;2,076723;0,8633829;0,6986638;3,813861
5,491037;-1,058476;1,62963;6,062444;15,61285;337,784;2,040824;0,8418631;0,6991097;3,828213
5,503523;-1,058476;1,62963;6,062444;15,61285;337,784;2,040824;0;0,6975192;3,828213
5,515978;-1,064492;1,631236;6,07586;15,3327;338,0337;2,154286;1,180506;0,6986129;3,842917
5,53393;-1,069475;1,632192;6,089859;16,55079;337,9141;2,093143;0,8277282;0,6990329;3,857776
5,54647;-1,072848;1,63282;6,096801;15,95119;337,8493;2,455443;0,6154793;0,6988435;3,865494
5,559079;-1,072848;1,63282;6,096801;15,95119;337,8493;2,455443;0;0,697254;3,865494
5,572433;-1,080037;1,632816;6,116761;16,19382;338,7776;1,822694;1,588623;0,699396;3,886709
5,589466;-1,084774;1,632966;6,13048;16,93146;338,8865;1,717209;0,8521153;0,6998627;3,901223
5,605189;-1,086899;1,632976;6,137265;16,80903;339,0232;1,824716;0,4521982;0,6991661;3,908333
5,621356;-1,086899;1,632976;6,137265;16,80903;339,0232;1,824716;0;0,6971499;3,908333
5,632634;-1,09326;1,633692;6,157043;17,34739;339,3734;1,702646;1,842179;0,6994486;3,929109
5,643377;-1,09326;1,633692;6,157043;17,34739;339,3734;1,702646;0;0,6981135;3,929109
5,656246;-1,096955;1,634326;6,16978;17,46815;339,7182;1,316987;1,030538;0,6988719;3,942371
5,669247;-1,10097;1,63558;6,18223;17,17819;339,5567;1,637323;1,006218;0,6995786;3,955453
5,678854;-1,10097;1,63558;6,18223;17,17819;339,5567;1,637323;0;0,6983919;3,955453
5,688458;-1,104833;1,63668;6,194582;16,88936;339,8955;1,603937;1,347603;0,6994908;3,968395
5,697572;-1,104833;1,63668;6,194582;16,88936;339,8955;1,603937;0;0,698369;3,968395
5,705879;-1,106746;1,637178;6,200878;16,68579;340,0009;1,644863;0,7920579;0,6985057;3,974974
5,720068;-1,106746;1,637178;6,200878;16,68579;340,0009;1,644863;0;0,6967685;3,974974
5,728985;-1,112888;1,638295;6,21942;16,46594;340,3017;1,792915;2,190449;0,6990996;3,994507
5,743855;-1,112888;1,638295;6,21942;16,46594;340,3017;1,792915;0;0,6972849;3,994507
5,759379;-1,118197;1,638299;6,239505;16,40856;340,4215;2,182399;1,338206;0,6990171;4,015282
5,776669;-1,1199;1,637938;6,246155;16,26532;340,5255;2,132512;0,3970239;0,6981109;4,022146
5,791681;-1,123318;1,63722;6,259755;16,72682;340,337;2,114589;0,9341246;0,6987242;4,03617
5,80205;-1,123318;1,63722;6,259755;16,72682;340,337;2,114589;0;0,6974723;4,03617
5,811145;-1,126229;1,635797;6,273756;16,3598;340,6027;2,121474;1,572213;0,698845;4,05047
5,821763;-1,126229;1,635797;6,273756;16,3598;340,6027;2,121474;0;0,6975672;4,05047
5,830759;-1,129117;1,634339;6,287819;16,70041;340,3388;1,942715;1,595864;0,6989568;4,064826
5,854078;-1,131641;1,632547;6,302118;16,66855;340,2474;1,882445;0,6226562;0,698652;4,079346
5,869843;-1,133951;1,630717;6,316563;16,84072;340,0415;1,798898;0,9278675;0,6992692;4,093975
5,890909;-1,136029;1,628732;6,331193;16,85939;339,8674;1,612106;0,7015136;0,6992773;4,108752
5,902077;-1,136029;1,628732;6,331193;16,85939;339,8674;1,612106;0;0,6979507;4,108752
5,917674;-1,137829;1,626942;6,345954;16,87815;339,5309;1,523751;0,9534198;0,6986256;4,123622
5,9318;-1,139299;1,624989;6,360787;16,76079;339,3294;1,393212;1,055131;0,6994768;4,138527
5,943387;-1,139299;1,624989;6,360787;16,76079;339,3294;1,393212;0;0,6981097;4,138527
5,955529;-1,140316;1,623016;6,376019;16,73193;339,1627;1,251417;1,257231;0,6992525;4,153793
5,969662;-1,140927;1,620731;6,391362;16,57213;339,0782;0,9841383;1,086491;0,7001716;4,169148
5,990958;-1,14135;1,618633;6,406938;16,65409;338,9597;0,8269896;0,7317082;0,700284;4,18473
6,002069;-1,14135;1,618633;6,406938;16,65409;338,9597;0,8269896;0;0,6989843;4,18473
6,015134;-1,141776;1,617102;6,42276;16,72248;338,8586;0,5970851;1,211431;0,7001002;4,200557
6,029134;-1,14223;1,616509;6,439112;16,9411;338,4945;0,5764582;1,168463;0,7011905;4,216916
6,041329;-1,14223;1,616509;6,439112;16,9411;338,4945;0,5764582;0;0,6997715;4,216916
6,054788;-1,142746;1,616506;6,455546;16,51859;338,4331;0,3819344;1,221682;0,7009345;4,233358
6,070626;-1,143237;1,617183;6,472404;16,35756;338,2354;0,1983935;1,064852;0,7018864;4,250223
6,088532;-1,143739;1,618285;6,489532;16,4981;337,835;0,2221074;0,9569229;0,7026383;4,267358
6,10189;-1,143739;1,618285;6,489532;16,4981;337,835;0,2221074;0;0,7010962;4,267358
6,113163;-1,144307;1,619357;6,506516;16,30469;337,5978;0,1253378;1,507378;0,7025869;4,284352
6,125233;-1,144649;1,619723;6,514756;16,0346;337,5983;359,9064;0,6832672;0,7025487;4,292599
6,142096;-1,144649;1,619723;6,514756;16,0346;337,5983;359,9064;0;0,7006152;4,292599
