Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
T;PEANUT;41,40737;1,856237;0,04482866;2;1,429896;0,358782;53.43;2;20,70369;0;0;0;0
T;PEANUT;191,011;29,58658;0,1548947;12;0,06336048;0,7019823;53.43.33.32.33.34.35.34.33;9;21,22344;2;3;-180,1196;2,671515
B;PEANUT;146,042;23,40591;0,1602684;8;0,05976172;0,3472503;01.11.12.13.23.33.32.42.43.44;10;14,6042;0;0;0;0
T;LIGHT;122,7075;18,7544;0,1528382;8;0,09034259;0,4487907;53.43.33.32.33.34.35;7;17,52965;1;1;8,789299;0
A;LIGHT;82,22068;23,39066;0,2844863;11;0,1364955;0,5843942;16.15.25.24.33.43.42.32.22.21;10;8,222068;0;0;0;0
T;ARROW;100,5985;19,21293;0,1909863;14;0,1422088;0,5069232;53.43.33.32.33.34.35;7;14,37121;1;1;8,388317;0
C;ARROW;39,48884;5,157643;0,1306101;3;0,143533;0,1948292;55;1;39,48884;0;0;0;0
C;ARROW;239,5352;37,69365;0,1573616;20;-20;0,393702;55.45.35.34.23.13.12.11.12.11.21.31;12;19,96127;1;1;1,067566;0
