Areas
Area;Time spent in Area (s)
(4,5);9,965964
(3,5);3,684447
(3,4);2,299126
(2,3);6,711565
(1,3);7,015684
(1,2);7,340115
(1,1);5,529892
(2,1);6,170681
(3,1);22,5629


Steps
Foot;Start time (s);End time (s);Duration (s);Length (m)
Right;0,6212757;1,428216;0,8069404;0,983348
Left;1,551073;2,458055;0,9069823;0,9206089
Right;2,570883;3,452475;0,881592;0,9218708
Left;3,539884;4,227123;0,6872387;0,5802413
Right;9,257735;10,05121;0,7934771;0,5228565
Left;10,17115;11,08439;0,9132442;1,027504
Right;11,10828;11,97378;0,8654957;1,11126
Left;11,9103;12,76221;0,8519106;1,056476
Right;12,78678;13,65604;0,8692608;1,037764
Left;13,74113;14,35797;0,616847;0,4644001
Right;16,08545;16,7859;0,700449;0,577898
Left;16,7859;17,66254;0,8766422;1,035875
Right;17,62248;18,41518;0,7927036;1,080161
Left;18,36028;19,22069;0,860405;1,132509
Right;19,14394;20,06113;0,9171886;1,097012
Left;19,99388;20,88936;0,8954868;1,018775
Right;20,88936;21,77289;0,8835278;0,9938188
Left;21,83163;22,73619;0,9045601;0,994794
Right;22,78106;23,56278;0,7817192;0,9371399
Left;23,60697;24,37812;0,7711525;0,8228468
Right;24,64905;25,4359;0,78685;0,4493999
Left;26,40083;27,36996;0,9691296;0,7134792
Right;27,7888;28,89293;1,104134;0,7958568
Left;29,30104;30,53245;1,231409;0,8649278
Right;30,66531;31,5559;0,8905926;0,8953318
Left;31,7071;32,35525;0,6481438;0,4281061
Left;33,50539;34,08768;0,5822868;0,2488112
Right;34,22142;35,1191;0,8976784;0,8841531
Left;35,22858;36,14235;0,9137726;0,9065851
Right;36,26855;37,13897;0,8704185;0,9503976
Left;37,18929;38,12654;0,9372559;0,9474235
Right;38,15184;38,77772;0,6258812;0,5099495
Right;40,66642;41,49761;0,831192;0,4168481
Left;41,58577;42,50476;0,9189911;1,050105
Right;42,53093;43,38704;0,8561096;1,058738
Left;43,38705;44,353;0,9659576;1,072714
Right;44,37268;45,28701;0,9143219;1,017689
Left;45,35242;46,04617;0,6937523;0,4951578
Right;47,40784;48,35435;0,9465141;0,762038
Right;49,54968;50,48902;0,9393387;0,9925821
Right;51,7937;52,68803;0,8943214;0,8734413
Right;54,06949;55,05499;0,9855042;0,809034
Right;56,21647;57,08229;0,8658257;0,9627782
Right;58,12964;58,87602;0,7463799;0,8090864
Right;60,27032;60,76641;0,4960899;0,2472521
Right;63,30226;63,92548;0,6232224;0,3702717
Right;70,43021;71,11613;0,6859207;0,2394164
Right;77,39172;78,1309;0,7391739;0,5232207


Landmarks
Area;Time spent looking at landmarks (s)
(4,5);9,020017
(3,5);3,439997
(3,4);0,12
(2,3);0
(1,3);4,599997
(1,2);5,279996
(1,1);2,039999
(2,1);3,639997


Errors
Walked path;Duration (s);Distance walked (m)


Pauses
Duration (s);Area;Time spent looking at landmarks (s)
4,822085;(4,5);4,819996
1,521017;(3,5);1,379999
1,683826;(1,2);1,679999
2,334396;(3,1);0
6,302704;(3,1);0
6,069977;(3,1);0


