Areas
Area;Time spent in Area (s)
(4,5);1,509854
(4,4);1,643836
(4,3);1,606872
(4,2);1,661533
(4,1);1,683059
(4,0);2,191458
(4,1);1,809262
(4,2);1,5797
(4,3);1,561535
(4,4);1,528839
(4,5);1,703941


Steps
Foot;Start time (s);End time (s);Duration (s);Length (m)
Right;0,5838403;0,8516354;0,2677951;0,7129797
Left;0,9123297;1,599017;0,6866876;1,510933
Right;1,522519;2,162354;0,6398356;1,508329
Left;1,95738;2,642766;0,6853855;1,504624
Right;2,759575;3,199394;0,4398189;1,527845
Left;3,06055;3,690499;0,6299491;1,545669
Right;3,733826;4,278558;0,5447319;1,552633
Left;4,100615;4,807502;0,7068868;1,556001
Left;5,175222;5,87467;0,6994472;1,551844
Right;5,874669;6,373924;0,4992547;1,537283
Left;6,276499;6,868666;0,5921669;1,51755
Right;6,952381;7,464133;0,5117521;1,505229
Left;7,341633;7,966235;0,6246018;1,506727
Right;7,926285;8,506623;0,5803385;1,502487
Left;8,35049;9,089527;0,7390375;1,481066
Right;8,86245;9,62181;0,7593603;1,344433
Left;9,652012;10,05722;0,4052105;0,3777221
Right;10,0779;10,47439;0,3964911;0,1508848
Right;11,42276;12,06991;0,6471491;1,42172
Left;12,11698;12,6233;0,5063171;1,544568
Right;12,53252;13,29737;0,7648478;1,556457
Left;13,06328;13,80116;0,7378817;1,544776
Right;13,53527;14,25689;0,7216158;1,551873
Left;14,06462;14,72357;0,6589508;1,587776
Right;14,56651;15,33156;0,7650518;1,574474
Left;15,07867;15,81839;0,7397251;1,569787
Right;15,57171;16,31678;0,7450771;1,548852
Left;16,11389;16,85945;0,7455597;1,54084
Right;18,66895;19,42185;0,752903;1,538747


Landmarks
Area;Time spent looking at landmarks (s)


Errors
Walked path;Duration (s);Distance walked (m)


Pauses
Duration (s);Area;Time spent looking at landmarks (s)


