Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,0073621;-3,777447;0,03502465;-7,217973;3,678976;180,5041;7,153138;0;0;0;-1;-1
0,3406954;-3,778443;0,03204666;-7,216588;2,240647;180,1137;5,123943;0;0,005117381;0;-1;-1
0,3739958;-3,778443;0,03204666;-7,216588;2,240647;180,1137;5,123943;0;0,004652584;0;-1;-1
0,3867601;-3,778443;0,03204666;-7,216588;2,240647;180,1137;5,123943;0;0,004496053;0;-1;-1
0,3981735;-3,778443;0,03204666;-7,216588;2,240647;180,1137;5,123943;0;0,004364748;0;-1;-1
0,4100885;-3,778443;0,03204666;-7,216588;2,240647;180,1137;5,123943;0;0,004235614;0;-1;-1
0,4203627;-3,778443;0,03204666;-7,216588;2,240647;180,1137;5,123943;0;0,004130245;0;-1;-1
0,4308625;-3,778443;0,03204666;-7,216588;2,240647;180,1137;5,123943;0;0,004027844;0;-1;-1
0,4407645;-3,716618;0,1235472;-6,714099;314,0291;186,6816;5,939332;0;1,172084;0;-1;-1
0,4513808;-3,716618;0,1235472;-6,714099;314,0291;186,6816;5,939332;0;1,14406;0;-1;-1
0,4624647;-3,716618;0,1235472;-6,714099;314,0291;186,6816;5,939332;0;1,116197;0;-1;-1
0,4721459;-3,716618;0,1235472;-6,714099;314,0291;186,6816;5,939332;0;1,092947;0;-1;-1
0,4852619;-3,716618;0,1235472;-6,714099;314,0291;186,6816;5,939332;0;1,062951;0;-1;-1
0,4966155;-3,716618;0,1235472;-6,714099;314,0291;186,6816;5,939332;0;1,038284;0;-1;-1
0,5076095;-3,716618;0,1235472;-6,714099;314,0291;186,6816;5,939332;0;1,015465;0;-1;-1
0,5173849;-3,699142;0,07329878;-6,403748;338,6096;183,9305;2,055822;0;1,605471;0;-1;-1
0,529205;-3,699142;0,07329878;-6,403748;338,6096;183,9305;2,055822;0;1,569106;0;-1;-1
0,5397305;-3,699142;0,07329878;-6,403748;338,6096;183,9305;2,055822;0;1,538083;0;-1;-1
0,5490599;-3,699142;0,07329878;-6,403748;338,6096;183,9305;2,055822;0;1,511594;0;-1;-1
0,5595626;-3,699142;0,07329878;-6,403748;338,6096;183,9305;2,055822;0,001035826;1,482844;0;-1;-1
0,5705701;-3,699142;0,07329878;-6,403748;338,6096;183,9305;2,055822;0;1,453863;0;-1;-1
0,5838403;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;4,902121;1,844504;0;-1;-1
0,5987583;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,797976;1;7,395379;-1,58384
0,6115537;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,759899;1;7,395379;-1,58384
0,6274568;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,714764;1;7,395379;-1,58384
0,638756;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,684078;1;7,395379;-1,58384
0,648697;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;13,25988;1,657974;1;7,395379;-1,58384
0,6644307;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,618273;1;7,395379;-1,58384
0,6762414;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,589699;1;7,395379;-1,58384
0,6857377;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,567445;1;7,395379;-1,58384
0,7009932;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,532971;1;7,395379;-1,58384
0,7133098;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,506226;1;7,395379;-1,58384
0,7232913;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,485226;1;7,395379;-1,58384
0,7328771;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;7,945774;1,465602;1;7,395379;-1,58384
0,7443601;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,442767;1;7,395379;-1,58384
0,7569441;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,418546;1;7,395379;-1,58384
0,7707148;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,392956;1;7,395379;-1,58384
0,7890998;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,360196;1;7,395379;-1,58384
0,8188957;-3,689975;0,04786406;-6,15943;354,9977;185,4542;4,346066;0;1,310256;1;7,395379;-1,58384
0,8392171;-3,72276;0,03535316;-5,696169;4,233533;177,319;7,178055;1,061281;1,836541;1;7,395379;-1,58384
0,8516353;-3,724439;0,02925497;-5,693969;1,232266;176,8354;2,402523;0,1118568;1,812806;1;7,395379;-1,58384
0,8674433;-3,725255;0,02727433;-5,693174;0,2259873;176,6034;0,6711789;0,02988212;1,780812;1;7,395379;-1,58384
0,8927064;-3,725681;0,02602938;-5,692631;359,5367;176,5324;359,3407;0,01113788;1,730777;1;7,395379;-1,58384
0,9123297;-3,726182;0,02433499;-5,691748;358,4515;176,5226;357,6588;0,01962831;1,694368;1;7,395379;-1,58384
