Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,0102077;-3,815182;0,03855221;-7,228358;1,871134;180,4162;349,1473;0;0;0;-1;-1
0,3435411;-3,81478;0,03802279;-7,228101;1,377994;180,4045;348,9778;0;0,001430745;0;-1;-1
0,3657156;-3,816574;0,05194017;-7,209458;338,615;181,2692;344,4414;0;0,05402251;0;-1;-1
0,3756407;-3,816339;0,05770944;-7,203361;332,8532;181,8032;340,847;0;0,06925414;0;-1;-1
0,3887739;-3,816599;0,06116071;-7,19926;329,3296;181,9414;339,302;0;0,0777058;0;-1;-1
0,4041882;-3,816599;0,06116071;-7,19926;329,3296;181,9414;339,302;0;0,0746656;0;-1;-1
0,4161867;-3,816599;0,06116071;-7,19926;329,3296;181,9414;339,302;0;0,07245889;0;-1;-1
0,4305204;-3,816599;0,06116071;-7,19926;329,3296;181,9414;339,302;0;0,06998786;0;-1;-1
0,4442554;-3,821453;0,08314588;-7,162007;306,303;181,7895;333,6036;0;0,1543244;0;-1;-1
0,4562075;-3,821453;0,08314588;-7,162007;306,303;181,7895;333,6036;0;0,1501887;0;-1;-1
0,4712656;-3,825641;0,09875943;-7,11982;290,1717;178,3278;336,2522;0;0,2372354;0;-1;-1
0,4852059;-3,826152;0,1045961;-7,101507;288,7885;174,2528;339,1713;0;0,2688406;0;-1;-1
0,4976218;-3,826152;0,1045961;-7,101507;288,7885;174,2528;339,1713;0;0,2619924;0;-1;-1
0,5110086;-3,828358;0,1185001;-7,028248;294,8245;163,601;349,4756;0;0,4013399;0;-1;-1
0,5221243;-3,828878;0,1201192;-7,000957;297,1904;162,3473;351,438;0;0,445946;0;-1;-1
0,5316949;-3,828878;0,1201192;-7,000957;297,1904;162,3473;351,438;0;0,4377618;0;-1;-1
0,5414115;-3,82985;0,1186295;-6,912209;305,5364;161,0275;355,5983;0;0,5968339;0;-1;-1
0,5541707;-3,82985;0,1186295;-6,912209;305,5364;161,0275;355,5983;0;0,5828345;0;-1;-1
0,5651481;-3,830029;0,1126304;-6,849202;311,7674;162,6452;355,4871;0;0,6848447;0;-1;-1
0,5762837;-3,830029;0,1126304;-6,849202;311,7674;162,6452;355,4871;0,0002098128;0,6713728;0;-1;-1
0,5863374;-3,828812;0,1032042;-6,784303;317,9082;165,4625;354,3424;1,334189;0,7723225;0;-1;-1
0,5985446;-3,828812;0,1032042;-6,784303;317,9082;165,4625;354,3424;0,2018766;0,7562979;1;7,847336;-1,586337
0,6087572;-3,829541;0,09244402;-6,714321;324,7999;168,423;349,6871;1,590086;0,8603203;1;7,847336;-1,586337
0,6236681;-3,830337;0,08649901;-6,679228;328,5866;169,7627;352,833;0,5646711;0,8966278;1;7,847336;-1,586337
0,6356745;-3,830337;0,08649901;-6,679228;328,5866;169,7627;352,833;6,397281E-08;0,8794162;1;7,847336;-1,586337
0,6464995;-3,832538;0,07083052;-6,568514;339,4522;172,8252;349,455;2,49191;1,038489;1;7,847336;-1,586337
0,6558726;-3,832538;0,07083052;-6,568514;339,4522;172,8252;349,455;0,7811698;1,023413;1;7,847336;-1,586337
0,6728941;-3,832707;0,06221939;-6,492968;346,944;174,507;349,0831;1,085443;1,111126;1;7,847336;-1,586337
0,6874976;-3,835422;0,05733842;-6,416883;354,12;175,3465;347,8304;0,6660643;1,199578;1;7,847336;-1,586337
0,6980171;-3,836745;0,05668752;-6,380138;357,5216;175,1307;346,3435;0,5471433;1,234688;1;7,847336;-1,586337
0,7167621;-3,836745;0,05668752;-6,380138;357,5216;175,1307;346,3435;2,50259E-08;1,201931;1;7,847336;-1,586337
0,7262461;-3,84281;0,06715573;-6,275161;9,893738;173,6086;346,484;1,364996;1,332865;1;7,847336;-1,586337
0,7361019;-3,84281;0,06715573;-6,275161;9,893738;173,6086;346,484;0,6071171;1,314768;1;7,847336;-1,586337
0,7486589;-3,844215;0,07918859;-6,216323;17,65592;173,4799;345,9586;1,1735;1,372111;1;7,847336;-1,586337
0,7620935;-3,845714;0,08415906;-6,191624;20,35991;172,9913;345,3653;1,763762;1,380505;1;7,847336;-1,586337
0,7710716;-3,845714;0,08415906;-6,191624;20,35991;172,9913;345,3653;2,883714E-08;1,364215;1;7,847336;-1,586337
0,7810625;-3,847356;0,09005233;-6,152615;23,97696;172,4019;344,7087;0,5296231;1,397183;1;7,847336;-1,586337
0,7896211;-3,847356;0,09005233;-6,152615;23,97696;172,4019;344,7087;5,900725E-08;1,38184;1;7,847336;-1,586337
0,8046294;-3,847283;0,08759205;-6,127355;24,48712;172,6382;343,0461;1,176296;1,387532;1;7,847336;-1,586337
0,8156834;-3,847283;0,08759205;-6,127355;24,48712;172,6382;343,0461;5,77539E-08;1,36849;1;7,847336;-1,586337
0,8315093;-3,84455;0,06880489;-6,111295;17,64133;174,7215;342,6477;1,393858;1,361956;1;7,847336;-1,586337
0,8425611;-3,842626;0,0633348;-6,106922;15,40655;175,2724;343,7617;0,4688666;1,349611;1;7,847336;-1,586337
0,8544816;-3,842626;0,0633348;-6,106922;15,40655;175,2724;343,7617;5,07229E-08;1,330556;1;7,847336;-1,586337
0,8644958;-3,836734;0,04872617;-6,094013;8,430519;177,6092;348,4807;2,178433;1,331569;1;7,847336;-1,586337
0,8731592;-3,836734;0,04872617;-6,094013;8,430519;177,6092;348,4807;5,84382E-08;1,318201;1;7,847336;-1,586337
