Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,0095383;-5,294964;0,1132499;-5,891325;17,29258;274,0759;7,56896;0;0;0;-1;-1
0,3428716;-5,288418;0,1090362;-5,890891;17,00012;275,468;8,201383;0;0,01968135;0;-1;-1
0,4046639;-5,262856;0,0721375;-5,886014;358,9438;274,7833;0,9714888;0;0,08246449;0;-1;-1
0,4289828;-5,262395;0,07173735;-5,885901;358,5697;274,7878;0,9273111;0;0,07881488;0;-1;-1
0,4412483;-5,261293;0,07172054;-5,885269;358,561;274,5701;1,39242;0;0,07951853;0;-1;-1
0,4547978;-5,261293;0,07172054;-5,885269;358,561;274,5701;1,39242;0;0,07709874;0;-1;-1
0,4839597;-5,261832;0,07195009;-5,885872;358,5283;275,0789;1,503233;0;0,07406446;0;-1;-1
0,5082254;-5,261124;0,07229475;-5,885648;358,2902;275,0762;1,879549;0;0,07194989;0;-1;-1
0,5219929;-5,259904;0,07340774;-5,885755;357,3875;275,4294;1,987356;0;0,07240538;0;-1;-1
0,5337098;-5,259904;0,07340774;-5,885755;357,3875;275,4294;1,987356;0;0,07078689;0;-1;-1
0,5863075;-5,259144;0,07434078;-5,885502;355,8084;275,5576;2,058636;0;0,06572112;0;-1;-1
0,6001087;-5,253969;0,08118599;-5,88629;350,3878;277,2608;3,347056;0;0,07304898;0;-1;-1
0,6263009;-5,253969;0,08118599;-5,88629;350,3878;277,2608;3,347056;0;0,0699468;0;-1;-1
0,6393248;-5,253969;0,08118599;-5,88629;350,3878;277,2608;3,347056;0;0,0685003;0;-1;-1
0,6688614;-5,253969;0,08118599;-5,88629;350,3878;277,2608;3,347056;0;0,0654316;0;-1;-1
0,6845531;-5,253969;0,08118599;-5,88629;350,3878;277,2608;3,347056;0;0,06391054;0;-1;-1
0,7107493;-5,253969;0,08118599;-5,88629;350,3878;277,2608;3,347056;0;0,06152295;0;-1;-1
0,7211576;-5,253969;0,08118599;-5,88629;350,3878;277,2608;3,347056;0;0,06062311;0;-1;-1
0,7306445;-5,253969;0,08118599;-5,88629;350,3878;277,2608;3,347056;0;0,05982554;0;-1;-1
0,7454763;-5,18065;0,1299615;-5,88539;315,4084;286,3106;357,605;0,4475147;0,1582532;0;-1;-1
0,8207743;-5,169726;0,1341834;-5,885211;315,3716;286,6757;357,4326;0,08258443;0,1570325;0;-1;-1
0,8519859;-5,051371;0,1407007;-5,882543;321,0568;284,8248;358,8554;0,4695429;0,2917395;0;-1;-1
0,8759632;-4,996977;0,1326577;-5,884407;325,2718;284,5055;359,274;0,2744322;0,3464829;0;-1;-1
0,8953664;-4,957404;0,1257231;-5,886252;328,7717;285,6082;358,8409;0,2535746;0,3836158;0;-1;-1
0,9077774;-4,916383;0,1174577;-5,89001;332,129;286,5032;357,9031;0,4173577;0,4241747;0;-1;-1
0,9246084;-4,874369;0,1090803;-5,894403;336,363;287,2672;357,5451;0,3194935;0,4625361;0;-1;-1
0,9360021;-4,852493;0,104999;-5,897319;338,566;287,812;357,6442;0,2466838;0,4806688;0;-1;-1
0,9475737;-4,852493;0,104999;-5,897319;338,566;287,812;357,6442;3,208118E-08;0,4747393;0;-1;-1
0,9639529;-4,786056;0,09409737;-5,905731;345,2061;288,9648;358,435;0,5335097;0,5367583;0;-1;-1
0,9756357;-4,763421;0,09099261;-5,908099;347,2239;288,7849;358,4248;0,2489266;0,553825;1;7,637084;-1,963953
0,9918906;-4,763421;0,09099261;-5,908099;347,2239;288,7849;358,4248;8,452075E-09;0,5446609;1;7,637084;-1,963953
1,00528;-4,695731;0,08373105;-5,911081;353,0901;285,3044;359,8767;0,7460532;0,6053823;1;7,637084;-1,963953
