Simulation time (s);Position vector;;;Euler rotation vector;;;Instant speed (m/s);Mean speed (m/s);Instant acceleration (m/s^2);Distance travelled (m)
0;-6,643312;1,504415;-5,852689;6,274885;91,94308;356,5762;-1;0;-1;0
0,3333333;-6,643008;1,504252;-5,852845;6,233849;91,96101;356,5478;0,001024288;0,001024288;-1;0,0003414294
0,3698641;-6,633542;1,500059;-5,855413;6,850122;91,36951;356,231;0,2685054;0,02744289;0,7231874;0,01015014
0,3929333;-6,632927;1,499643;-5,855356;7,087132;91,23748;356,2619;0,02675674;0,02740261;-4,056185;0,0107674
0,4094572;-6,632679;1,499481;-5,855308;7,179721;91,18008;356,27;0,01532014;0,02691502;-0,2888535;0,01102055
0,426169;-6,632565;1,499411;-5,855282;7,225404;91,1517;356,2736;0,00692934;0,0261313;-0,2524635;0,01113635
0,4427211;-6,632361;1,499289;-5,855238;7,308676;91,09441;356,2786;0,01261766;0,02562606;0,1710059;0,0113452
0,4606697;-6,63218;1,499189;-5,855196;7,379546;91,04182;356,2836;0,01038844;0,02503237;-0,06461379;0,01153166
0,476272;-6,632025;1,499118;-5,855162;7,437821;90,99526;356,2902;0,01017347;0,02454561;-0,006407274;0,01169039
0,4932807;-6,632025;1,499118;-5,855162;7,437821;90,99526;356,2902;0;0,02369926;-0,3119646;0,01169039
0,5114021;-6,631844;1,49906;-5,855114;7,497847;90,93475;356,2997;0,01033288;0,02322562;0,2941318;0,01187763
0,5428573;-6,631744;1,49904;-5,855083;7,530847;90,89771;356,3083;0,003327099;0,02207262;-0,1413122;0,01198229
0,5597553;-6,631624;1,499018;-5,855042;7,581446;90,84425;356,3229;0,007477981;0,02163204;0,08584505;0,01210865
0,5771127;-6,63157;1,499014;-5,855036;7,610843;90,80473;356,3386;0,003121755;0,02107532;-0,1271691;0,01216283
0,5928043;-6,631508;1,499002;-5,855019;7,647427;90,77274;356,351;0,004099127;0,02062596;0,02957346;0,01222716
0,6096335;-6,631508;1,499002;-5,855019;7,647427;90,77274;356,351;0;0,02005657;-0,1260464;0,01222716
0,6262027;-6,631447;1,499;-5,855001;7,68204;90,73909;356,3686;0,003834463;0,01962733;0,1148098;0,01229069
0,6428654;-6,631426;1,499008;-5,854996;7,695318;90,72428;356,3792;0,001297901;0,01915225;-0,0763291;0,01231232
0,6606837;-6,631413;1,499023;-5,854993;7,706575;90,71217;356,391;0,0007983614;0,01865725;-0,01448738;0,01232654
0,6790038;-6,631398;1,499053;-5,854996;7,718461;90,68507;356,4142;0,0008018179;0,0181755;9,564595E-05;0,01234123
0,6931804;-6,631403;1,499082;-5,854992;7,721792;90,67604;356,4253;0,0004574922;0,01781314;-0,01059572;0,01234772
0,7095895;-6,631403;1,499082;-5,854992;7,721792;90,67604;356,4253;0;0,01740121;-0,01495771;0,01234772
0,7264141;-6,631425;1,499123;-5,854988;7,724525;90,67022;356,4337;0,001328435;0,01702895;0,03997252;0,01237007
0,743113;-6,63149;1,499208;-5,85498;7,719115;90,66703;356,4429;0,003881906;0,01673351;0,07616959;0,01243489
0,7598223;-6,631626;1,499358;-5,854968;7,709633;90,66657;356,4506;0,008197923;0,01654581;0,1291903;0,01257187
0,7931118;-6,631626;1,499358;-5,854968;7,709633;90,66657;356,4506;0;0,01585132;-0,1639623;0,01257187
0,8097645;-6,632352;1,50006;-5,854881;7,631688;90,65971;356,5009;0,04391681;0,01642849;0,8793527;0,01330321
0,8273136;-6,632816;1,500434;-5,854788;7,579616;90,66969;356,5254;0,02696368;0,01665196;-0,4956793;0,01377639
0,8452601;-6,633055;1,500609;-5,854732;7,559179;90,67578;356,5386;0,01367578;0,01658877;-0,3743536;0,01402183
0,8599398;-6,633592;1,500966;-5,854601;7,517624;90,69337;356,5728;0,03765052;0,01694831;0,7348306;0,01457453
0,8935159;-6,633867;1,50114;-5,854519;7,492625;90,70419;356,5941;0,008546645;0,0166326;-0,6031159;0,01486149
0,92654;-6,634967;1,501767;-5,854029;7,417221;90,73302;356,6913;0,03645529;0,01733912;0,4190479;0,01606539
0,9431357;-6,635747;1,502169;-5,853349;7,355557;90,71938;356,7946;0,0623567;0,01813127;0,5219982;0,01710024
0,9599067;-6,63598;1,502268;-5,853046;7,348645;90,70463;356,8337;0,02280995;0,01821301;-1,185215;0,01748279
0,976762;-6,636373;1,502465;-5,852346;7,332909;90,60638;356,9631;0,04758633;0,01871988;0,7368149;0,01828487
1,010491;-6,636804;1,502616;-5,851442;7,304304;90,52325;357,0766;0,0297137;0,01908685;-0,353321;0,01928709
1,045356;-6,637411;1,50281;-5,849948;7,257612;90,34357;357,2757;0,04625103;0,01999283;0,2410886;0,02089964
1,059969;-6,638022;1,502921;-5,8479;7,196633;89,99084;357,574;0,1462194;0,02173303;2,020459;0,02303635
1,077673;-6,638134;1,502923;-5,847425;7,182125;89,88603;357,6443;0,02755708;0,0218287;-3,67186;0,02352421
1,110098;-6,63831;1,5029;-5,846596;7,175349;89,69036;357,7713;0,02614588;0,0219548;-0,02815172;0,02437199
1,126569;-6,638479;1,502836;-5,845699;7,186442;89,43884;357,9171;0,05544483;0,02244445;0,5992087;0,02528522
1,143476;-6,638542;1,502788;-5,845336;7,202779;89,31396;357,9869;0,02175142;0,0224342;-1,009464;0,02565296
1,16044;-6,638558;1,502761;-5,845204;7,21409;89,26234;358,0135;0,007847835;0,02222096;-0,4104872;0,02578609
1,179339;-6,638569;1,502707;-5,844981;7,254909;89,10436;358,104;0,01182138;0,02205431;0,1107982;0,0260095
1,210111;-6,638571;1,502691;-5,844939;7,25876;89,07662;358,1217;0,001380499;0,02152859;-0,210201;0,02605198
1,226771;-6,63856;1,502627;-5,844872;7,282994;89,00993;358,1587;0,004027971;0,02129092;0,05581578;0,02611909
1,243354;-6,638548;1,502594;-5,844881;7,287912;89,0002;358,1618;0,000909308;0,02101909;-0,09381495;0,02613417
1,260019;-6,638506;1,502495;-5,844948;7,30343;88,98595;358,1655;0,004740668;0,02080379;0,1152368;0,02621317
1,277325;-6,638437;1,502339;-5,845108;7,32646;88,97723;358,1647;0,01005777;0,0206582;0,1565186;0,02638723
