Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,0093346;-3,813497;0,07559396;-7,778718;357,8838;181,406;357,6384;0;0;0;-1;-1
0,3426679;-3,848578;0,1335425;-7,678933;299,8194;209,4958;315,8409;0;0,3173183;0;-1;-1
0,3733822;-3,974781;0,07209452;-6,590764;359,0691;180,1439;359,7592;0;0,2905465;0;-1;-1
0,3859761;-3,974798;0,07036965;-6,589911;358,464;180,2075;359,7737;0;0,2830955;0;-1;-1
0,3996622;-3,974571;0,07007739;-6,589807;358,2638;180,2126;359,945;0;0,2738094;0;-1;-1
0,4132404;-3,974571;0,07007739;-6,589807;358,2638;180,2126;359,945;0;0,2646047;0;-1;-1
0,4279053;-3,974671;0,0697916;-6,589771;358,037;180,4557;0,1170868;0;0,255587;0;-1;-1
0,4406191;-3,974507;0,06986536;-6,589772;358,0461;180,4219;0,009798133;0;0,2484329;0;-1;-1
0,45338;-3,974507;0,06986536;-6,589772;358,0461;180,4219;0,009798133;0;0,2412935;0;-1;-1
0,4720085;-3,974672;0,06983744;-6,589886;357,9778;180,2139;0,2091304;0;0,2320118;0;-1;-1
0,4881321;-3,974678;0,0699163;-6,590142;358,0417;180,3097;0,2029832;0;0,2247347;0;-1;-1
0,4983631;-3,975126;0,07012656;-6,590717;357,9073;180,7913;0,553126;0;0,2215242;0;-1;-1
0,5102807;-3,975126;0,07012656;-6,590717;357,9073;180,7913;0,553126;0;0,2162541;0;-1;-1
0,5227974;-3,974681;0,07027527;-6,590675;357,7821;180,4883;0,915618;0;0,2118537;0;-1;-1
0,5344554;-3,974681;0,07027527;-6,590675;357,7821;180,4883;0,915618;0;0,2071504;0;-1;-1
0,5438699;-3,974389;0,07038257;-6,590955;357,7491;180,4193;1,235353;0;0,2042575;0;-1;-1
0,5525212;-3,974389;0,07038257;-6,590955;357,7491;180,4193;1,235353;0;0,2010043;0;-1;-1
0,5650398;-3,974263;0,07068948;-6,591059;357,7289;180,3839;1,545799;0;0,1967709;0;-1;-1
0,5752596;-3,974263;0,07068948;-6,591059;357,7289;180,3839;1,545799;0;0,1932175;0;-1;-1
0,5866448;-3,97397;0,07076416;-6,590858;357,5877;180,3886;1,916814;0,03395572;0,1900223;0;-1;-1
0,5997146;-3,973565;0,07057958;-6,591233;357,4148;180,4259;2,125709;7,729064;0,1867507;0;-1;-1
0,6143874;-3,973565;0,07057958;-6,591233;357,4148;180,4259;2,125709;0,0352131;0,1822218;1;7,696223;-1,599715
0,6253485;-3,973292;0,07029408;-6,5913;357,161;180,427;2,441564;0,003887352;0,1794359;1;7,696223;-1,599715
0,6342543;-3,973292;0,07029408;-6,5913;357,161;180,427;2,441564;4,411138E-10;0,1768787;1;7,696223;-1,599715
0,6562886;-3,97327;0,07007542;-6,591211;357,0417;180,4242;2,484376;0,002842473;0,1709963;1;7,696223;-1,599715
0,6725752;-3,973644;0,06972583;-6,590236;356,9857;180,4334;2,145817;0,01702527;0,1683719;1;7,696223;-1,599715
0,685214;-3,973744;0,06953986;-6,590122;356,9324;180,392;2,040003;0,004314174;0,1654481;1;7,696223;-1,599715
0,6958933;-3,973744;0,06953986;-6,590122;356,9324;180,392;2,040003;0,002489302;0,1628746;1;7,696223;-1,599715
0,7051628;-3,973909;0,06902312;-6,589782;356,7505;180,3529;1,800018;0,01957196;0,161248;1;7,696223;-1,599715
0,7172261;-3,973909;0,06902312;-6,589782;356,7505;180,3529;1,800018;0,0179893;0,1585001;1;7,696223;-1,599715
0,7300223;-3,974046;0,0680804;-6,589097;356,2595;180,3279;1,742945;0,02198896;0,1566547;1;7,696223;-1,599715
0,7389447;-3,974085;0,06758821;-6,588234;355,8851;180,1044;1,502167;0,0295708;0,1559225;1;7,696223;-1,599715
0,7489254;-3,974085;0,06758821;-6,588234;355,8851;180,1044;1,502167;0;0,1538183;1;7,696223;-1,599715
0,7602332;-3,974213;0,06722962;-6,5875;355,3306;180,1202;1,286005;0,02763298;0,1524954;1;7,696223;-1,599715
0,7714897;-3,974213;0,06722962;-6,5875;355,3306;180,1202;1,286005;0;0,1502431;1;7,696223;-1,599715
0,7806204;-3,974581;0,06762505;-6,58651;354,2153;180,2261;0,8249677;0,03129609;0,1498333;1;7,696223;-1,599715
0,7888775;-3,974581;0,06762505;-6,58651;354,2153;180,2261;0,8249677;0;0,1482463;1;7,696223;-1,599715
