Areas
Area;Time spent in Area (s)
(4,5);1,879705
(4,4);2,033218
(4,3);1,947736
(4,2);2,010132
(4,1);2,183565
(4,0);0,7823
(4,1);2,961407
(4,2);1,837661
(4,3);1,880739
(4,4);1,86397
(4,5);1,926779


Steps
Foot;Start time (s);End time (s);Duration (s);Length (m)
Right;0,5866448;1,115552;0,5289069;0,9283149
Left;0,9483681;1,641121;0,6927531;1,249993
Right;1,417332;2,14814;0,730808;1,297432
Left;2,019856;2,775284;0,7554286;1,320955
Right;2,520595;3,26792;0,7473252;1,295377
Left;3,11938;3,882625;0,7632451;1,25651
Right;3,608165;4,37263;0,7644651;1,254223
Left;4,213561;4,916044;0,7024832;1,2858
Right;4,683253;5,444625;0,7613721;1,309229
Left;5,311424;6,00692;0,6954956;1,311104
Right;5,805748;6,554812;0,7490644;1,303574
Left;6,360859;7,114618;0,7537594;1,28579
Left;7,453059;8,135891;0,6828318;1,283388
Left;8,549479;9,2215;0,6720219;1,203656
Right;9,002806;9,771359;0,7685537;1,228167
Left;9,619926;10,31016;0,6902323;1,205503
Right;10,14805;10,88741;0,7393618;1,150218
Left;10,70323;11,44782;0,7445955;0,9160913
Right;11,57036;11,94024;0,3698797;0,6062502
Right;12,34706;13,11021;0,7631474;0,7751228
Left;12,98236;13,73862;0,7562599;0,9381256
Right;13,56697;14,32024;0,753274;1,166639
Left;14,20327;14,88781;0,684536;1,257178
Right;14,67846;15,40158;0,723115;1,312505
Left;15,27035;15,9203;0,6499462;1,331432
Right;15,72268;16,42303;0,7003565;1,315211
Left;16,30511;16,99358;0,6884766;1,339429
Right;16,76534;17,49503;0,7296925;1,360047
Left;17,36629;18,04416;0,6778603;1,33056
Right;17,81021;18,56531;0,7550983;1,320177
Left;18,41251;19,10009;0,6875801;1,326265
Right;18,90795;19,61995;0,7120018;1,347755
Left;19,46563;20,13407;0,6684418;1,36835
Right;19,90748;20,70385;0,7963753;1,355428
Left;20,52615;21,26918;0,7430325;1,342493
Left;21,57396;22,23255;0,6585865;1,329171


Landmarks
Area;Time spent looking at landmarks (s)


Errors
Walked path;Duration (s);Distance walked (m)


Pauses
Duration (s);Area;Time spent looking at landmarks (s)


