Areas
Area;Time spent in Area (s)
(1,5);3,217123
(2,5);9,618267
(2,4);3,489024
(3,3);0,06851006
(4,3);2,545725
(4,2);1,274387
(3,2);3,132502
(2,2);29,47442
(2,1);0,02158737


Steps
Foot;Start time (s);End time (s);Duration (s);Length (m)
Right;0,6279121;1,191452;0,5635396;0,6935321
Left;1,242964;1,881148;0,6381838;1,584926
Left;2,567608;3,329157;0,7615492;0,8730286
Right;3,372341;3,918486;0,5461447;1,469299
Left;4,405193;4,720572;0,3153791;0,3783503
Left;5,93126;6,696742;0,7654815;0,7985879
Right;8,62277;8,830822;0,2080517;0,8883547
Left;8,720627;9,06022;0,3395929;0,206954
Left;12,44232;13,00143;0,5591087;0,4104815
Left;13,96076;14,73171;0,7709436;0,6019638
Left;15,20355;15,56916;0,3656063;0,1879416
Right;17,10358;17,8914;0,787817;1,034516
Right;18,30598;19,04587;0,7398949;1,081146
Left;18,89098;19,58282;0,6918373;1,029113
Right;19,5027;20,16995;0,6672459;1,046663
Left;20,06892;20,82011;0,7511902;0,9087667
Left;21,32417;22,07285;0,7486725;0,8408359
Left;22,77131;23,54528;0,7739697;0,9571916
Left;24,14822;24,92274;0,7745152;1,089467
Right;24,8399;25,62508;0,7851868;0,9692218
Left;25,43637;26,16397;0,7275963;1,002654
Right;26,01033;26,76333;0,7529984;0,8533031
Left;26,62928;27,30103;0,6717434;1,005193
Right;27,30103;28,02344;0,7224121;0,9678147
Left;27,90718;28,55708;0,6498985;1,017876
Right;28,54566;29,22365;0,6779881;0,9525407
Left;29,10933;29,80908;0,699749;0,9964838
Right;29,70327;30,45393;0,7506618;0,98831
Left;30,352;31,07482;0,7228222;0,8789467
Right;30,99054;31,7263;0,7357578;0,9255794
Left;31,71367;32,43462;0,7209435;0,7409732
Right;32,37539;32,8199;0,4445076;0,2998174
Left;33,11627;33,72448;0,6082077;0,4395871
Right;33,57782;34,05741;0,4795914;0,4749394
Left;36,26729;36,86584;0,5985527;0,5276049
Left;37,88992;38,38942;0,4995003;0,6327031
Left;45,10471;45,72224;0,6175308;0,4396894
Left;46,89036;47,20742;0,3170662;0,2317202
Left;53,52029;54,08396;0,5636635;0,4061157
Left;55,40803;56,28805;0,880024;0,7412524
Left;57,22146;57,74015;0,518692;0,4372297


Landmarks
Area;Time spent looking at landmarks (s)
(1,5);1,459999
(2,5);4,939996
(2,4);0
(3,3);0
(4,3);0,4400001
(4,2);0,04
(3,2);0
(2,2);10,18004


Errors
Walked path;Duration (s);Distance walked (m)


Pauses
Duration (s);Area;Time spent looking at landmarks (s)
1,720863;(2,5);1,719999
3,180887;(2,5);0,6599999
2,00399;(2,2);1,859999
6,130405;(2,2);1,319999
6,112209;(2,2);1,759999


