Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
C;LIGHT;53,60152;24,51279;0,4573152;0;-1;1;55.45.35.34.23.13.12.11.21.31;10;5,360152;0;0;0;0
B;PEANUT;20,51775;7,520003;0,3665121;0;-1;1;01.11.12.13;4;5,129436;0;0;0;0
B;PEANUT;18,02861;8,200004;0,4548328;0;-1;1;01.11.12.13;4;4,507153;0;0;0;0
B;PEANUT;9,790583;6,860004;0,7006738;0;-1;1;01.11.12.13;4;2,447646;0;0;0;0
B;PEANUT;68,12347;11,24001;0,1649947;0;-1;1;01.11.21.11.12.13;6;11,35391;1;1;0,7160504;0
B;PEANUT;43,44894;16,88002;0,3885024;0;-1;1;01.11.12.13.23.33.32.42;8;5,431117;0;0;0;0
B;PEANUT;27,00236;20,74002;0,7680819;0;-1;1;01.11.12.13.23.33.32.42.43.44;10;2,700236;0;0;0;0
A;PEANUT;23,06793;27,35002;1,185629;0;-1;1;16.15.25.24.33.43.42.32.22.21;10;2,306793;0;0;0;0
C;PEANUT;20,16797;25,27003;1,252979;0;-1;1;55.45.35.34.23.13.12.11.21.31;10;2,016797;0;0;0;0
