Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,009125;3,910316;0,04908967;-7,638982;352,4405;183,4711;356,2353;0;0;0;-1;-1
0,3424583;3,910316;0,04908967;-7,638982;352,4405;183,4711;356,2353;0;0;0;-1;-1
0,3699089;3,940206;0,1057546;-7,430432;321,2267;188,3501;351,8381;0;0,5839537;0;-1;-1
0,3853619;3,94613;0,09736535;-7,381196;327,7891;189,1905;351,6792;0;0,6917783;0;-1;-1
0,3957321;3,94613;0,09736535;-7,381196;327,7891;189,1905;351,6792;0;0,6732224;0;-1;-1
0,4105381;3,949887;0,08705662;-7,329334;334,8256;188,3443;349,2869;0;0,7779273;0;-1;-1
0,4220735;3,950812;0,08387354;-7,311482;337,0518;188,0193;348,5378;0;0,7994846;0;-1;-1
0,4344541;3,950812;0,08387354;-7,311482;337,0518;188,0193;348,5378;0;0,7762129;0;-1;-1
0,4474925;3,950632;0,07478102;-7,258079;342,9375;186,028;347,4143;0;0,8749512;0;-1;-1
0,4578891;3,949293;0,07208063;-7,240011;344,6942;185,0168;346,6824;0;0,8950518;0;-1;-1
0,4687927;3,949293;0,07208063;-7,240011;344,6942;185,0168;346,6824;0;0,8738204;0;-1;-1
0,4821943;3,946888;0,06708185;-7,205067;347,9738;183,1409;348,5394;0;0,9231074;0;-1;-1
0,493043;3,946888;0,06708185;-7,205067;347,9738;183,1409;348,5394;0;0,9024127;0;-1;-1
0,5058118;3,940566;0,0614726;-7,153485;352,6622;180,5853;350,606;0;0,9838436;0;-1;-1
0,5161423;3,938116;0,06012922;-7,136462;354,0501;179,7368;351,089;0;0,9977176;0;-1;-1
0,5255438;3,938116;0,06012922;-7,136462;354,0501;179,7368;351,089;0;0,9795539;0;-1;-1
0,5410389;3,932152;0,05851821;-7,103347;356,1718;178,5906;352,0272;0;1,014277;0;-1;-1
0,5500712;3,932152;0,05851821;-7,103347;356,1718;178,5906;352,0272;0;0,997341;0;-1;-1
0,5665376;3,926603;0,05669413;-7,071434;359,0128;176,8931;352,3312;0;1,025991;0;-1;-1
0,5778041;3,920194;0,05636986;-7,040453;1,295376;175,8277;352,724;0,2744744;1,061296;0;-1;-1
0,5869437;3,920194;0,05636986;-7,040453;1,295376;175,8277;352,724;1,806;1,044509;0;-1;-1
0,6030357;3,91395;0,05703173;-7,010098;3,59808;175,0252;352,6797;0,3860654;1,068389;1;8,058281;-1,586944
0,6164768;3,91395;0,05703173;-7,010098;3,59808;175,0252;352,6797;5,731953E-08;1,044745;1;8,058281;-1,586944
0,6313503;3,903531;0,0586582;-6,966723;6,422827;173,7913;353,2257;0,3252793;1,091463;1;8,058281;-1,586944
0,6446044;3,900136;0,05944894;-6,952672;7,221714;173,3824;353,2701;0,1615313;1,091446;1;8,058281;-1,586944
0,6617306;3,900136;0,05944894;-6,952672;7,221714;173,3824;353,2701;5,526904E-08;1,062804;1;8,058281;-1,586944
0,6795373;3,889518;0,06210378;-6,911972;9,17493;172,0471;353,1215;0,4718196;1,097316;1;8,058281;-1,586944
0,6955662;3,881878;0,06473421;-6,886523;9,884121;170,9246;353,6968;0,1272878;1,110401;1;8,058281;-1,586944
0,7074422;3,873721;0,06827681;-6,863116;11,30819;169,1251;354,825;0,4695561;1,127013;1;8,058281;-1,586944
0,7233996;3,869098;0,07032537;-6,852747;12,27338;167,9177;354,4309;0,4414955;1,117728;1;8,058281;-1,586944
0,7355471;3,869098;0,07032537;-6,852747;12,27338;167,9177;354,4309;5,228148E-08;1,099037;1;8,058281;-1,586944
0,7502102;3,856069;0,07693257;-6,825063;14,94923;164,4392;354,2714;0,5104614;1,118579;1;8,058281;-1,586944
0,7600536;3,852002;0,07854291;-6,817456;15,57066;163,5044;354,4737;0,2053088;1,115404;1;8,058281;-1,586944
0,7746431;3,852002;0,07854291;-6,817456;15,57066;163,5044;354,4737;3,202401E-09;1,094146;1;8,058281;-1,586944
0,7856048;3,84171;0,08169514;-6,799509;16,69169;161,1594;354,3848;0,1799861;1,105344;1;8,058281;-1,586944
0,7978142;3,839379;0,0818283;-6,795105;17,08735;160,5032;354,5489;0,0882828;1,09455;1;8,058281;-1,586944
0,8129107;3,839379;0,0818283;-6,795105;17,08735;160,5032;354,5489;0,4163186;1,073992;1;8,058281;-1,586944
0,8232813;3,834191;0,0812666;-6,788843;16,91583;160,1775;354,0789;0,4649816;1,070301;1;8,058281;-1,586944
0,8340595;3,834191;0,0812666;-6,788843;16,91583;160,1775;354,0789;2,422895E-09;1,056317;1;8,058281;-1,586944
0,8483489;3,829016;0,07748013;-6,784737;16,42457;160,4082;354,2331;0,3459014;1,046202;1;8,058281;-1,586944
0,8584375;3,828097;0,07550868;-6,784628;16,33617;160,459;354,4663;0,04693191;1,034864;1;8,058281;-1,586944
0,8667699;3,828097;0,07550868;-6,784628;16,33617;160,459;354,4663;0,6659595;1,02481;1;8,058281;-1,586944
0,8790578;3,825245;0,0715387;-6,786165;15,26656;160,9642;354,6108;0,2794527;1,014059;1;8,058281;-1,586944
0,8950226;3,825245;0,0715387;-6,786165;15,26656;160,9642;354,6108;0;0,9957846;1;8,058281;-1,586944
0,9067493;3,822056;0,06614908;-6,78542;13,24654;160,1984;354,5682;0,5275572;0,9864243;1;8,058281;-1,586944
0,9167238;3,82119;0,06429605;-6,78426;12,49287;159,8967;354,7803;0,3658052;0,9771788;1;8,058281;-1,586944
0,9272303;3,82119;0,06429605;-6,78426;12,49287;159,8967;354,7803;0,5058197;0,9659963;1;8,058281;-1,586944
0,9439706;3,819935;0,06068766;-6,782401;11,06859;159,5818;355,1458;0,1583315;0,9510976;1;8,058281;-1,586944
0,9545281;3,819935;0,06068766;-6,782401;11,06859;159,5818;355,1458;1,790898E-09;0,9404766;1;8,058281;-1,586944
0,9681255;3,819979;0,05682878;-6,780174;9,375928;159,8031;355,3232;0,4957541;0,9294637;1;8,058281;-1,586944
0,9841229;3,820215;0,05579453;-6,779473;8,904672;159,9434;355,3651;0,2079911;0,9149726;1;8,058281;-1,586944
0,9954594;3,820215;0,05579453;-6,779473;8,904672;159,9434;355,3651;2,486663E-09;0,9044563;1;8,058281;-1,586944
1,008642;3,820678;0,05262384;-6,777767;7,810421;159,9637;355,6518;0,444499;0,8942955;1;8,058281;-1,586944
1,028048;3,820698;0,05176402;-6,777288;7,427577;159,9883;355,8098;0,08952231;0,8777339;1;8,058281;-1,586944
