Simulation time (s);Position vector;;;Euler rotation vector;;;Instant speed (m/s);Mean speed (m/s);Instant acceleration (m/s^2);Distance travelled (m)
0;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;-1;0;-1;0
0,3333333;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;-1;0
0,3778768;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,4097586;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,4270662;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,4430329;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,4599874;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,4765393;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,4936946;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,5115213;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,5270393;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,54306;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,560121;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,5764703;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,5930353;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,6096458;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,6265762;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,6430718;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,6602241;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,6792154;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,6930559;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,7097209;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,7269262;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,7430961;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,7597731;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,7766885;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,7931074;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,8102098;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,8287456;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,8431954;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
0,8598352;4,052318;1,595153;-8,023561;350,8042;81,78278;348,572;0;0;0;0
