Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
T;ARROW;97,87977;19,5039;0,1992639;3;0,1464744;0,3997195;53.43.33.32.33.34.35;7;13,98282;1;1;6,803654;0
B;ARROW;76,81487;23,80998;0,3099658;1;-0,02515226;0,606829;01.11.12.13.23.33.32.42.43.44;10;7,681487;0;0;0;0
T;PEANUT;129,4776;21,53884;0,1663519;1;-1;0,8269058;53.43.33.32.33.34.35;7;18,49679;1;1;9,889503;0
A;PEANUT;75,6306;24,40944;0,3227456;2;0,1270448;0,6985313;16.15.25.24.33.43.42.32.22.21;10;7,56306;0;0;0;0
T;LIGHT;47,74324;17,35428;0,3634919;1;-1;0,5253291;53.43.33.32.33.34.35;7;6,820464;1;1;4,488607;0
C;LIGHT;44,38753;21,57413;0,4860404;2;0,1283155;0,4408039;55.45.35.34.23.13.12.11.21.31;10;4,438753;0;0;0;0
