Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,0070036;-5,638269;0,05289498;-5,699482;345,7758;273,9343;346,3564;0;0;0;-1;-1
0,3403369;-5,636042;0,0564132;-5,699307;343,4261;273,9866;343,6843;0;0,006703826;0;-1;-1
0,4479623;-4,60149;0,2856023;-5,749773;8,805443;285,2737;1,711389;0;0,005067614;0;-1;-1
0,4662578;-4,636003;0,2183182;-5,743926;5,217134;284,5245;359,2325;0;0,08108476;0;-1;-1
0,4833366;-4,64337;0,205445;-5,744209;3,710832;285,6585;1,146778;0;0,09365527;0;-1;-1
0,4964709;-4,646206;0,1997629;-5,743889;3,384786;285,4042;1,181093;0;0,09697426;0;-1;-1
0,5116773;-4,646206;0,1997629;-5,743889;3,384786;285,4042;1,181093;0;0,09405232;0;-1;-1
0,5255553;-4,653937;0,183109;-5,741592;2,728405;285,0496;1,444138;0;0,1070875;0;-1;-1
0,550332;-4,656732;0,1774527;-5,740941;2,649011;285,0227;1,502031;0;0,1074855;0;-1;-1
0,5671713;-4,665649;0,1608755;-5,739176;2,226495;285,2176;1,266908;0;0,1204823;0;-1;-1
0,5806803;-4,669561;0,1499017;-5,737321;2,380967;284,7794;359,6244;0;0,1251928;0;-1;-1
0,5923333;-4,669561;0,1499017;-5,737321;2,380967;284,7794;359,6244;0;0,1227004;0;-1;-1
0,6070802;-4,680505;0,1369399;-5,736748;0,7797244;286,0962;0,9281034;0;0,1379467;0;-1;-1
0,6303313;-4,689303;0,1252403;-5,735126;359,9733;286,6674;1,521456;0;0,1471538;0;-1;-1
0,6433516;-4,695577;0,1149225;-5,732844;0,1965082;286,4804;0,3496683;0;0,1546341;0;-1;-1
0,6542451;-4,7004;0,1100256;-5,732036;0,5490552;286,8477;359,4555;0;0,1595875;0;-1;-1
0,6662256;-4,7004;0,1100256;-5,732036;0,5490552;286,8477;359,4555;0;0,1566872;0;-1;-1
0,6758776;-4,716167;0,09170717;-5,72554;358,3484;285,804;359,5872;0;0,179921;0;-1;-1
0,6849479;-4,716167;0,09170717;-5,72554;358,3484;285,804;359,5872;0;0,1775138;0;-1;-1
0,6987555;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,04594425;0,1819117;0;-1;-1
0,7094222;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;1,483752;0,1791493;0;-1;-1
0,721138;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,843078;0,1762102;1;7,420408;-1,709422
0,7324154;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,1811895;0,1734708;1;7,420408;-1,709422
0,7455909;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,1026518;0,1703763;1;7,420408;-1,709422
0,7589092;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,1673585;1;7,420408;-1,709422
0,7698747;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,2870506;0,1649529;1;7,420408;-1,709422
0,7833981;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,05514839;0,1620797;1;7,420408;-1,709422
0,7931447;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,2567828;0,1600702;1;7,420408;-1,709422
0,8063503;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,2029136;0,1574258;1;7,420408;-1,709422
0,825206;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,1537979;1;7,420408;-1,709422
0,8406917;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,2575917;0,1509411;1;7,420408;-1,709422
0,8616566;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,1382138;0,1472384;1;7,420408;-1,709422
0,873592;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,2156361;0,1452105;1;7,420408;-1,709422
0,8833919;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,1470145;0,1435868;1;7,420408;-1,709422
0,8926592;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,1420843;1;7,420408;-1,709422
0,9023831;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,6095515;0,1405413;1;7,420408;-1,709422
0,9127085;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,1389391;1;7,420408;-1,709422
0,9246269;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0,129811;0,1371345;1;7,420408;-1,709422
0,9460918;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,134;1;7,420408;-1,709422
0,9606701;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,1319516;1;7,420408;-1,709422
0,9753714;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,1299483;1;7,420408;-1,709422
1,003825;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,126239;1;7,420408;-1,709422
1,024004;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,1237343;1;7,420408;-1,709422
1,03752;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,1221114;1;7,420408;-1,709422
1,049519;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,120706;1;7,420408;-1,709422
1,061698;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,119312;1;7,420408;-1,709422
1,07365;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,1179752;1;7,420408;-1,709422
1,088479;-4,721553;0,08626331;-5,724456;357,7887;285,9753;359,5384;0;0,1163575;1;7,420408;-1,709422
