Simulation time (s);Position vector;;;Euler rotation vector;;;Instant speed (m/s);Mean speed (m/s);Instant acceleration (m/s^2);Distance travelled (m)
0;-6,256733;1,728693;-0,934743;4,061903;91,03562;9,627961;-1;0;-1;0
0,3333333;-6,256746;1,728583;-0,9348069;4,62441;90,95242;9,101081;0,0001958286;0,0001958286;-1;6,52762E-05
0,3699659;-6,255483;1,717312;-0,9393528;10,23011;90,11311;4,749485;0,1287985;0,01292957;0,3476069;0,004783501
0,3951832;-6,254592;1,715836;-0,9403177;10,36346;90,18054;4,631515;0,05206281;0,01542673;-1,240677;0,006096384
0,4117729;-6,25423;1,71519;-0,940898;10,73866;90,10464;4,242495;0,04123773;0,01646661;-0,2589298;0,006780506
0,4457076;-6,254142;1,715029;-0,9410654;10,79316;90,08717;4,143045;0,005576801;0,0156375;-0,7058159;0,006969753
0,462151;-6,253599;1,71433;-0,9417607;11,08416;90,11639;3,640727;0,05365246;0,01699007;0,9542981;0,007851977
0,4787289;-6,253599;1,71433;-0,9417607;11,08416;90,11639;3,640727;0;0,01640172;-1,624788;0,007851977
0,495944;-6,253344;1,714043;-0,9421005;11,3498;90,08337;3,212992;0,02466853;0,01668867;0,7299892;0,008276648
0,5149916;-6,253344;1,714043;-0,9421005;11,3498;90,08337;3,212992;0;0,01607142;-0,6802723;0,008276648
0,5287126;-6,252658;1,713282;-0,94325;11,75693;90,06455;2,504101;0,09754815;0,01818588;2,976878;0,009615105
0,5457113;-6,252512;1,713078;-0,94357;11,81458;90,0724;2,428806;0,02070218;0,01826426;-2,501521;0,009967015
0,5619327;-6,252275;1,71261;-0,9442887;11,91454;90,09357;2,324631;0,04665299;0,01908377;0,7811778;0,01072379
0,5785976;-6,25222;1,712331;-0,9447002;11,96973;90,07623;2,258569;0,02491149;0,01925162;-0,6611108;0,01113894
0,5953149;-6,252144;1,711757;-0,9455566;12,12893;90,06281;2,14639;0,05142511;0,0201551;0,7942433;0,01199863
0,6119547;-6,252144;1,711757;-0,9455566;12,12893;90,06281;2,14639;0;0,01960705;-1,541652;0,01199863
0,6287038;-6,252061;1,711015;-0,9467544;12,39932;90,05556;2,030223;0,07168884;0,02099454;2,147089;0,01319935
0,6462875;-6,251971;1,710682;-0,9474365;12,54746;90,05415;1,992466;0,03912619;0,02148785;-0,9484428;0,01388733
0,6664399;-6,251816;1,710414;-0,9480867;12,70436;90,07257;1,981674;0,03317213;0,02184117;-0,1577815;0,01455583
0,6971109;-6,251634;1,710204;-0,9486528;12,884;90,11436;1,999434;0,01938804;0,02173324;-0,2712155;0,01515048
0,7143531;-6,251357;1,710033;-0,9493307;13,16329;90,20634;2,078446;0,0424752;0,02223389;0,4818541;0,01588285
0,7479405;-6,251111;1,70996;-0,9497434;13,42656;90,28086;2,163657;0,01430543;0,02187785;-0,5542004;0,01636333
0,7815194;-6,250817;1,709998;-0,9502266;13,80667;90,34553;2,281683;0,01683165;0,02166103;0,03761152;0,01692852
0,8147867;-6,2505;1,710132;-0,9505895;14,25845;90,4128;2,41386;0,01449508;0,02136845;-0,03495437;0,01741073
0,8347266;-6,249951;1,710451;-0,9510103;14,87344;90,47961;2,567869;0,03466505;0,02168608;0,3790828;0,01810195
0,846307;-6,249636;1,710702;-0,9511874;15,18238;90,50104;2,637782;0,03121907;0,02181652;-0,1093258;0,01846348
0,8636674;-6,249636;1,710702;-0,9511874;15,18238;90,50104;2,637782;0;0,021378;-1,078724;0,01846348
0,8812189;-6,249242;1,711022;-0,9513593;15,44321;90,52638;2,702505;0,02448621;0,0214399;0,7013732;0,01889325
0,8968406;-6,248771;1,711344;-0,9515417;15,77431;90,55568;2,751518;0,03233886;0,02162975;0,2367167;0,01939844
0,9145145;-6,248771;1,711344;-0,9515417;15,77431;90,55568;2,751518;0;0,02121173;-0,9712644;0,01939844
0,929588;-6,247622;1,711987;-0,9519309;16,51531;90,59984;2,823945;0,08052115;0,02217345;2,458857;0,02061217
0,9484786;-6,247276;1,712119;-0,9520547;16,75745;90,61091;2,843341;0,01943954;0,02211899;-1,798417;0,02097939
0,9832208;-6,246918;1,712253;-0,9521796;16,94998;90,62759;2,86673;0,01090322;0,02172269;-0,1591624;0,0213582
1,016749;-6,24468;1,7126;-0,9530947;18,06475;90,71543;2,966041;0,07210913;0,02338422;0,8965244;0,02377587
1,029822;-6,243204;1,712625;-0,9538414;18,57616;90,74609;3,003607;0,1265512;0,02469383;1,168266;0,02543024
1,063583;-6,242692;1,712599;-0,9541208;18,72028;90,75441;3,013688;0,01727969;0,02445848;-2,333137;0,02601364
1,09664;-6,241248;1,712463;-0,9549481;19,01261;90,76794;3,039779;0,05034015;0,02523866;0,4947785;0,02767772
1,129935;-6,239711;1,712128;-0,9557724;19,20916;90,77097;3,0565;0,0523789;0,02603837;0,03072639;0,02942166
1,14843;-6,237797;1,711445;-0,956789;19,46997;90,76137;3,064616;0,1172021;0,02750654;1,251659;0,03158934
1,164783;-6,236934;1,711054;-0,9572762;19,58135;90,75909;3,063822;0,06060764;0,02797125;-1,624045;0,03258044
1,197097;-6,236497;1,710846;-0,9575238;19,62946;90,75746;3,060241;0,01552358;0,02763524;-0,9263772;0,03308207
1,214603;-6,235088;1,710155;-0,9583623;19,9154;90,716;2,987623;0,09368765;0,02858726;1,568909;0,03472219
1,230795;-6,234513;1,70992;-0,9586535;20,00392;90,69894;2,961396;0,03978053;0,02873452;-1,599703;0,03536632
1,246668;-6,23428;1,709828;-0,9587672;20,05619;90,68274;2,941806;0,01637261;0,02857712;-0,730014;0,0356262
1,263718;-6,234055;1,709746;-0,9588715;20,13258;90,65495;2,909297;0,01454839;0,02838786;-0,05541005;0,03587424
1,279722;-6,233841;1,709676;-0,9589595;20,1703;90,63911;2,894267;0,01440769;0,02821302;-0,004256633;0,03610482
1,296702;-6,233285;1,709482;-0,9591665;20,35477;90,5502;2,830176;0,03494021;0,02830111;0,6224923;0,0366981
1,313348;-6,233285;1,709482;-0,9591665;20,35477;90,5502;2,830176;0;0,02794241;-1,039092;0,0366981
1,331254;-6,232796;1,709198;-0,9593608;20,62965;90,41198;2,764548;0,02939842;0,02796199;0,8508461;0,03722451
1,345877;-6,232697;1,709092;-0,9594161;20,71543;90,37045;2,749933;0,007737464;0,02774225;-0,6658894;0,03733766
1,384082;-6,232544;1,708872;-0,9595298;20,86699;90,28614;2,713846;0,005001322;0,02711454;-0,05179379;0,03752873
1,717415;-6,23227;1,708214;-0,9598994;21,1756;90,08372;2,553171;0,001380462;0,02211981;-0,009745607;0,03798889
1,753141;-6,23333;1,704271;-0,9695982;20,30232;90,49146;2,370119;0,2730976;0,0272343;0,7362425;0,04774556
1,76666;-6,233533;1,704372;-0,9711452;19,95614;90,73594;2,43203;0,1154078;0,02790906;-3,202118;0,04930582
1,801498;-6,233587;1,704401;-0,9715062;19,84822;90,80153;2,45323;0,01047608;0,02757193;-2,169917;0,04967079
1,834021;-6,233789;1,704513;-0,9729185;19,59739;90,97041;2,473721;0,04386552;0,02786086;0,4956854;0,05109739
1,850319;-6,233955;1,70461;-0,9738896;19,45215;91,05991;2,473583;0,06045248;0,02814794;0,339754;0,05208267
1,866884;-6,234076;1,704694;-0,9745041;19,3691;91,10225;2,466263;0,03780821;0,02823366;-0,6890479;0,05270895
1,884116;-6,234102;1,704724;-0,974801;19,33039;91,12099;2,460663;0,01729547;0,02813361;-0,6069306;0,053007
1,904742;-6,234154;1,704778;-0,9753391;19,26692;91,13888;2,440634;0,02620534;0,02811273;0,2353461;0,05354751
1,933609;-6,234213;1,704833;-0,9758058;19,20769;91,14123;2,41774;0,0162967;0,02793633;-0,2002036;0,05401794
1,950183;-6,234293;1,70488;-0,9764026;19,13914;91,12295;2,377197;0,0363296;0,02800766;0,4408606;0,05462005
