Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,0067668;3,746531;0,03530513;-8,146434;2,944238;165,1644;193,3603;0;0;0;-1;-1
0,3401001;3,746531;0,03530513;-8,146434;2,944238;165,1644;193,3603;0;0;0;-1;-1
0,3633595;3,746531;0,03530513;-8,146434;2,944238;165,1644;193,3603;0;0;0;-1;-1
0,3768128;3,746531;0,03530513;-8,146434;2,944238;165,1644;193,3603;0;0;0;-1;-1
0,3857418;3,746531;0,03530513;-8,146434;2,944238;165,1644;193,3603;0;0;0;-1;-1
0,3950719;3,687567;0,09064921;-7,444072;321,137;147,318;184,1265;0;1,815152;0;-1;-1
0,4048621;3,687567;0,09064921;-7,444072;321,137;147,318;184,1265;0;1,770513;0;-1;-1
0,4177221;3,681925;0,09076115;-7,425466;324,2215;145,1946;185,5585;0;1,762419;0;-1;-1
0,4305259;3,681925;0,09076115;-7,425466;324,2215;145,1946;185,5585;0;1,709168;0;-1;-1
0,4444869;3,674711;0,08588579;-7,393322;329,9565;143,6474;188,5263;0;1,729914;0;-1;-1
0,4570009;3,670814;0,08341379;-7,381574;331,7624;142,8137;187,1796;0;1,709325;0;-1;-1
0,4685458;3,670814;0,08341379;-7,381574;331,7624;142,8137;187,1796;0;1,666591;0;-1;-1
0,4790646;3,663468;0,07784791;-7,356496;336,1497;142,0834;186,3341;0;1,684802;0;-1;-1
0,4877841;3,663468;0,07784791;-7,356496;336,1497;142,0834;186,3341;0;1,654261;0;-1;-1
0,499175;3,663468;0,07784791;-7,356496;336,1497;142,0834;186,3341;0;1,615993;0;-1;-1
0,5106267;3,663468;0,07784791;-7,356496;336,1497;142,0834;186,3341;0;1,579264;0;-1;-1
0,5216518;3,646185;0,06169751;-7,287527;346,6806;142,6124;183,9851;0;1,68354;0;-1;-1
0,5313667;3,646185;0,06169751;-7,287527;346,6806;142,6124;183,9851;0;1,652363;0;-1;-1
0,5425909;3,641109;0,0559576;-7,258351;350,98;143,4896;183,2686;0;1,673019;0;-1;-1
0,5515127;3,641109;0,0559576;-7,258351;350,98;143,4896;183,2686;0;1,645619;0;-1;-1
0,566524;3,641109;0,0559576;-7,258351;350,98;143,4896;183,2686;0;1,601487;0;-1;-1
0,5763581;3,632533;0,04911449;-7,214881;356,3658;145,653;184,889;1,186213;1,651625;0;-1;-1
0,588159;3,632533;0,04911449;-7,214881;356,3658;145,653;184,889;0;1,618101;1;8,120427;-1,576358
0,6010098;3,632533;0,04911449;-7,214881;356,3658;145,653;184,889;19,60534;1,583109;1;8,120427;-1,576358
0,6113005;3,632533;0,04911449;-7,214881;356,3658;145,653;184,889;0;1,55616;1;8,120427;-1,576358
