Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
T;LIGHT;151,3347;23,79195;0,1572141;5;0,03732026;0,6823416;53.43.33.32.33.34.33.34.35;9;16,81496;2;2;40,15781;0
A;LIGHT;54,6849;21,57439;0,3945218;9;0,1822551;0,277694;16.15.25.24.33.43.42.32.22.21;10;5,46849;0;0;0;0
T;ARROW;67,74699;14,09629;0,2080725;9;0,1341998;0,47096;53.43.33.34.35;5;13,5494;0;0;0;0
B;ARROW;126,3962;31,48638;0,2491085;18;0,1518904;0,4714429;01.11.12.13.23.33.32.42.43.44;10;12,63962;0;0;0;0
T;PEANUT;48,18968;10,97937;0,2278365;13;0,2774533;0,1823761;53.43.33.34.35;5;9,637937;0;0;0;0
C;PEANUT;84,37868;24,7156;0,2929129;33;0,3994605;0,3405672;55.45.35.34.23.13.12.11.21.31;10;8,437868;0;0;0;0
