Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
T;LIGHT;124,9045;22,48206;0,1799939;1;-1;0,471241;53.43.33.32.33.34.35;7;17,84351;1;1;15,44321;0
B;LIGHT;40,28854;2,959374;0,07345449;2;0,08736093;0,4451025;01.11;2;20,14427;0;0;0;0
B;LIGHT;29,73427;18,5972;0,6254467;3;0,9095162;0,7663044;01.11.12.13.23.33.32.42.43.44;10;2,973427;0;0;0;0
T;ARROW;53,01141;19,52561;0,3683285;1;-1;0,3183704;53.43.33.32.33.34.35;7;7,573058;1;1;3,421185;0
A;ARROW;70,47372;28,68534;0,407036;3;0,1669116;0,7294764;16.26.16.15.25.24.33.43.42.32.22.21;12;5,87281;1;1;2,897692;0
T;PEANUT;61,97463;15,03405;0,242584;1;-1;0,4601341;53.43.33.34.35;5;12,39493;0;0;0;0
C;PEANUT;52,09307;24,49363;0,4701898;1;-1;0,4668916;55.45.35.34.23.13.12.11.21.11.21.31;12;4,341089;1;1;0,7004929;0
