Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,006793;0;0;0;0;90;0;0;0;0;-1;-1
0,3401263;0;0;0;0;90;0;0;0;0;-1;-1
0,3667249;4,555226;0,07272835;4,159885;19,94434;51,71526;3,266735;0;0;0;-1;-1
0,3812083;4,555711;0,06451788;4,157402;17,17721;51,69392;5,046926;0;0,00675769;0;-1;-1
0,3912689;4,554068;0,06082977;4,155292;15,18795;51,42853;3,941829;0;0,01353594;0;-1;-1
0,4003071;4,554068;0,06082977;4,155292;15,18795;51,42853;3,941829;0;0,01322505;0;-1;-1
0,4139853;4,554068;0,06082977;4,155292;15,18795;51,42853;3,941829;0;0,0127808;0;-1;-1
0,4241442;4,54963;0,05097521;4,151165;11,14823;51,30616;5,55023;0;0,02698905;0;-1;-1
0,4337933;4,548531;0,04844695;4,150542;10,17998;51,43726;6,337996;0;0,02933918;0;-1;-1
0,4432793;4,548531;0,04844695;4,150542;10,17998;51,43726;6,337996;0;0,02870156;0;-1;-1
0,4564754;4,546701;0,04337294;4,149149;7,688681;51,42749;6,144674;0;0,03297198;0;-1;-1
0,4667765;4,546701;0,04337294;4,149149;7,688681;51,42749;6,144674;0;0,03223359;0;-1;-1
0,4758005;4,545355;0,03799973;4,147243;4,956905;51,05907;5,345515;0;0,03658932;0;-1;-1
0,4863352;4,545355;0,03799973;4,147243;4,956905;51,05907;5,345515;0;0,03578552;0;-1;-1
0,497153;4,544752;0,03606647;4,146648;3,628432;50,94521;4,019638;0;0,03672406;0;-1;-1
0,5078802;4,544752;0,03606647;4,146648;3,628432;50,94521;4,019638;0;0,03593788;0;-1;-1
0,5206012;4,544327;0,03444595;4,146178;2,448313;50,81075;2,55388;0;0,03628144;0;-1;-1
0,5314596;4,544327;0,03444595;4,146178;2,448313;50,81075;2,55388;0;0,03553056;0;-1;-1
0,5437992;4,544078;0,03319928;4,146211;1,555716;50,80689;0,734891;0;0,03518155;0;-1;-1
0,5543448;4,54456;0,03254966;4,146001;1,047632;50,5588;0,1329054;0,008037966;0,03546462;0;-1;-1
0,5638698;4,54456;0,03254966;4,146001;1,047632;50,5588;0,1329054;57,59723;0,03485824;0;-1;-1
0,5752994;4,543884;0,0320889;4,145606;0,7608457;50,31343;359,7583;0,1470344;0,03553512;1;6,151614;-1,56387
0,586591;4,543884;0,0320889;4,145606;0,7608457;50,31343;359,7583;0,1224517;0,03484307;1;6,151614;-1,56387
0,5976944;4,543461;0,03196939;4,145548;0,7077616;50,39247;359,9623;0,01074744;0,03491076;1;6,151614;-1,56387
0,6083506;4,543461;0,03196939;4,145548;0,7077616;50,39247;359,9623;6,369953E-09;0,03429234;1;6,151614;-1,56387
0,620566;4,543696;0,03166828;4,145468;0,4964354;50,24807;359,7867;0,3019391;0,03401474;1;6,151614;-1,56387
0,6317927;4,543696;0,03166828;4,145468;0,4964354;50,24807;359,7867;0,07835717;0,03340374;1;6,151614;-1,56387
0,6409454;4,543495;0,03161232;4,145425;0,5107515;50,26767;359,9745;0,006245985;0,03324607;1;6,151614;-1,56387
0,6534588;4,543495;0,03161232;4,145425;0,5107515;50,26767;359,9745;0,1115567;0,03260274;1;6,151614;-1,56387
0,670655;4,544102;0,03148989;4,145629;0,3817976;50,41836;359,9783;0,00982783;0,03272221;1;6,151614;-1,56387
0,6815404;4,543195;0,03155243;4,145379;0,4628037;50,29302;0,1491067;0,1638223;0,0335887;1;6,151614;-1,56387
