Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,006793;0;0;0;0;90;0;0;0;0;-1;-1
0,3401263;0;0;0;0;90;0;0;0;0;-1;-1
0,3667249;0;0;0;0;90;0;0;0;0;-1;-1
0,3812083;0;0;0;0;90;0;0;0;0;-1;-1
0,3912689;0;0;0;0;90;0;0;0;0;-1;-1
0,4003071;0;0;0;0;90;0;0;0;0;-1;-1
0,4139853;0;0;0;0;90;0;0;0;0;-1;-1
0,4241442;0;0;0;0;90;0;0;0;0;-1;-1
0,4337933;0;0;0;0;90;0;0;0;0;-1;-1
0,4432793;0;0;0;0;90;0;0;0;0;-1;-1
0,4564754;0;0;0;0;90;0;0;0;0;-1;-1
0,4667765;0;0;0;0;90;0;0;0;0;-1;-1
0,4758005;0;0;0;0;90;0;0;0;0;-1;-1
0,4863352;0;0;0;0;90;0;0;0;0;-1;-1
0,497153;0;0;0;0;90;0;0;0;0;-1;-1
0,5078802;0;0;0;0;90;0;0;0;0;-1;-1
0,5206012;0;0;0;0;90;0;0;0;0;-1;-1
0,5314596;0;0;0;0;90;0;0;0;0;-1;-1
0,5437992;0;0;0;0;90;0;0;0;0;-1;-1
0,5543448;0;0;0;0;90;0;0;0;0;-1;-1
0,5638698;0;0;0;0;90;0;0;0;0;-1;-1
0,5752994;0;0;0;0;90;0;0;0;0;-1;-1
0,586591;0;0;0;0;90;0;0;0;0;-1;-1
0,5976944;0;0;0;0;90;0;0;0;0;-1;-1
0,6083506;0;0;0;0;90;0;0;0;0;-1;-1
0,620566;0;0;0;0;90;0;0;0;0;-1;-1
0,6317927;0;0;0;0;90;0;0;0;0;-1;-1
0,6409454;0;0;0;0;90;0;0;0;0;-1;-1
0,6534588;0;0;0;0;90;0;0;0;0;-1;-1
0,670655;0;0;0;0;90;0;0;0;0;-1;-1
0,6815404;0;0;0;0;90;0;0;0;0;-1;-1
0,6933877;0;0;0;0;90;0;0;0;0;-1;-1
0,7039267;0;0;0;0;90;0;0;0;0;-1;-1
0,7193972;0;0;0;0;90;0;0;0;0;-1;-1
0,7289491;0;0;0;0;90;0;0;0;0;-1;-1
0,7432829;0;0;0;0;90;0;0;0;0;-1;-1
0,7550278;0;0;0;0;90;0;0;0;0;-1;-1
0,7649499;0;0;0;0;90;0;0;0;0;-1;-1
0,7759338;0;0;0;0;90;0;0;0;0;-1;-1
0,7863992;0;0;0;0;90;0;0;0;0;-1;-1
0,7958309;0;0;0;0;90;0;0;0;0;-1;-1
0,805749;0;0;0;0;90;0;0;0;0;-1;-1
0,8222369;0;0;0;0;90;0;0;0;0;-1;-1
0,8378541;0;0;0;0;90;0;0;0;0;-1;-1
0,8479795;0;0;0;0;90;0;0;0;0;-1;-1
0,8597795;0;0;0;0;90;0;0;0;0;-1;-1
0,8801272;0;0;0;0;90;0;0;0;0;-1;-1
0,8912694;0;0;0;0;90;0;0;0;0;-1;-1
0,9031703;0;0;0;0;90;0;0;0;0;-1;-1
0,9151464;0;0;0;0;90;0;0;0;0;-1;-1
0,9248233;0;0;0;0;90;0;0;0;0;-1;-1
0,9358115;0;0;0;0;90;0;0;0;0;-1;-1
0,946997;0;0;0;0;90;0;0;0;0;-1;-1
0,9571381;0;0;0;0;90;0;0;0;0;-1;-1
0,971549;0;0;0;0;90;0;0;0;0;-1;-1
0,9995176;0;0;0;0;90;0;0;0;0;-1;-1
1,009899;0;0;0;0;90;0;0;0;0;-1;-1
