Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
T;PEANUT;15,22874;11,16887;0,7334073;0;-1;1;53.43.33.34.35;5;3,045748;0;0;0;0
T;PEANUT;10,07479;0,5872494;0,05828898;2;0,7643043;0;53.43.53;3;3,358264;1;1;-1,148949;0
T;PEANUT;124,8363;20,7115;0,1659093;20;0,2217571;0,1615548;53.43.33.32.33.34.35;7;17,83375;1;1;7,504593;0
B;PEANUT;140,6649;35,65351;0,2534642;1;-1;0,3685213;01.11.12.13.23.33.43.53.43.53.43.33.23.33.32.42.43.44;18;7,814715;3;4;29,36855;2,584162
T;ARROW;76,64603;18,52563;0,2417038;15;0,2007281;0,265051;53.43.53.43.53.43.33.32.33.34.35;11;6,967821;3;3;8,388187;0
A;ARROW;151,9945;38,08553;0,2505718;39;0,2877586;0,2134622;16.15.25.24.33.43.42.41.42.32.22.21;12;12,66621;1;1;15,42605;0
T;LIGHT;85,73307;18,74292;0,2186195;13;0,1581164;0,2138883;53.43.33.32.33.34.35;7;12,24758;1;1;5,020393;0
C;LIGHT;90,10497;22,05464;0,2447661;29;0,3252178;0,2228952;55.45.35.34.35.34.23.13.12.11.21.31;12;7,508747;1;1;1,467354;0
