Areas
Area;Time spent in Area (s)
(1,1);1,913463
(1,2);1,341548
(1,3);2,640091
(2,3);3,258646
(3,3);2,836624
(3,2);6,338116
(4,2);13,28651
(4,3);2,905334
(4,4);4,805317


Steps
Foot;Start time (s);End time (s);Duration (s);Length (m)
Right;0,8796884;1,675413;0,7957249;0,8622158
Left;1,616361;2,401725;0,7853637;0,8785114
Left;2,997976;3,818894;0,8209181;0,91295
Left;4,332837;5,105062;0,7722259;1,018023
Right;4,989088;5,739628;0,7505407;0,9029311
Left;5,653367;6,371356;0,7179894;0,9172571
Right;6,334306;7,078228;0,7439213;0,8932475
Left;6,993897;7,668397;0,6745005;0,9455268
Right;7,63125;8,439173;0,8079228;0,9339688
Left;8,277646;8,993086;0,7154398;0,9743873
Right;8,909709;9,67987;0,7701607;0,95296
Left;9,581704;10,36244;0,7807369;0,9620811
Right;10,2468;11,04739;0,8005857;0,9108994
Right;11,73747;12,44703;0,7095633;0,756059
Right;13,17959;13,95628;0,7766905;0,7607661
Right;18,20989;18,79654;0,5866508;0,4242046
Right;19,67636;20,22448;0,5481129;0,3352087
Right;20,79649;21,53205;0,7355576;0,7231528
Right;22,21801;22,93795;0,7199383;0,9514588
Right;23,41819;24,31763;0,8994408;0,906534
Right;25,15625;25,94981;0,7935543;0,7771109
Right;30,70162;31,3531;0,6514797;0,4798788
Right;32,4981;33,23886;0,740757;0,7671205
Right;34,35669;35,02522;0,6685295;0,5093558
Right;35,61066;36,13713;0,5264664;0,3936639
Right;36,71574;37,48912;0,7733803;1,011724
Right;38,00249;38,79491;0,7924156;0,9918081
Right;39,29561;40,04965;0,7540398;1,021874
Right;40,51989;41,30855;0,788662;1,07546
Right;41,82566;42,47453;0,6488686;0,7377189
Right;43,48359;44,09657;0,6129761;0,4681669


Landmarks
Area;Time spent looking at landmarks (s)
(1,1);0
(1,2);0
(1,3);1,12
(2,3);2,459998
(3,3);0
(3,2);2,679998
(4,2);5,779995
(4,3);0


Errors
Walked path;Duration (s);Distance walked (m)


Pauses
Duration (s);Area;Time spent looking at landmarks (s)
2,498583;(3,2);1,279999
3,334921;(4,2);1,159999


