Simulation time (s);Position vector;;;Euler rotation vector;;;Instant speed (m/s);Mean speed (m/s);Instant acceleration (m/s^2);Distance travelled (m)
0;-5,596543;1,403801;-5,752194;10,70847;86,53635;0,2850277;-1;0;-1;0
0,3333333;-5,596485;1,403807;-5,752133;10,6979;86,51102;0,2554927;0,000253943;0,000253943;-1;8,464766E-05
0,3687569;-5,596509;1,403299;-5,751618;10,84808;85,11842;359,8042;0,01456817;0,001628999;0,0388175;0,0006007047
0,3814088;-5,596255;1,402967;-5,751843;10,92365;84,96529;359,791;0,02686111;0,002465979;0,2557012;0,0009405461
0,3985173;-5,596178;1,402854;-5,75191;10,9566;84,91772;359,7863;0,005967596;0,002616305;-0,7020599;0,001042643
0,4147879;-5,596044;1,402644;-5,752041;11,01266;84,83114;359,7817;0,01154314;0,002966472;0,167037;0,001230457
0,4315245;-5,596044;1,402644;-5,752041;11,01266;84,83114;359,7817;0;0,002851418;-0,3497158;0,001230457
0,4482138;-5,595826;1,402318;-5,752318;11,1114;84,67244;359,778;0,02110222;0,003530989;0,6313135;0,001582638
0,4648619;-5,595793;1,40226;-5,752397;11,12099;84,64635;359,7798;0,005107299;0,003587442;-0,4797889;0,001667665
0,4818871;-5,595707;1,402145;-5,7526;11,1412;84,5713;359,7849;0,01295266;0,003918317;0,2329844;0,001888186
0,4993845;-5,595678;1,402098;-5,752698;11,15423;84,54895;359,7871;0,005880983;0,003987085;-0,2048419;0,001991088
0,5168732;-5,595635;1,402017;-5,752934;11,17842;84,51319;359,7913;0,013664;0,004314509;0,2224602;0,002230054
0,531969;-5,59563;1,401957;-5,753232;11,19106;84,49454;359,7975;0,01980786;0,004754166;0,1885517;0,002529069
0,5483989;-5,59563;1,401957;-5,753232;11,19106;84,49454;359,7975;0;0,004611732;-0,6283089;0,002529069
0,5648468;-5,595672;1,401891;-5,753798;11,20776;84,47993;359,8058;0,03447542;0,00548134;1,048593;0,003096117
0,5818394;-5,595722;1,401863;-5,754246;11,21975;84,47429;359,812;0,02651389;0,006095596;-0,2380803;0,003546658
0,5983961;-5,59583;1,401849;-5,754735;11,22434;84,47428;359,8163;0,0302418;0,006763684;0,1111172;0,004047362
0,6150371;-5,595886;1,401837;-5,754982;11,22819;84,47474;359,8175;0,01521679;0,0069924;-0,4525909;0,004300585
0,6316891;-5,595886;1,401837;-5,754982;11,22819;84,47474;359,8175;0;0,006808073;-0,4570567;0,004300585
0,6483575;-5,596177;1,401801;-5,756009;11,24265;84,48287;359,8205;0,06404338;0,008279514;1,922053;0,005368085
0,6653842;-5,596273;1,401795;-5,756271;11,24338;84,48637;359,8213;0,0164351;0,008488211;-1,412912;0,005647921
0,6841525;-5,596429;1,401777;-5,756755;11,2509;84,49049;359,8202;0,02709284;0,00899859;0,2977432;0,006156408
0,6985766;-5,596514;1,401771;-5,756983;11,25418;84,49371;359,8193;0,01686206;0,009160953;-0,3082274;0,006399627
0,715005;-5,596695;1,40177;-5,757414;11,26043;84,50092;359,8175;0,02842465;0,009603567;0,3747709;0,006866599
0,7317788;-5,596695;1,40177;-5,757414;11,26043;84,50092;359,8175;0;0,009383434;-0,8561067;0,006866599
0,748481;-5,597065;1,401793;-5,758193;11,26775;84,51973;359,815;0,05168116;0,0103273;1,543827;0,007729786
0,7661258;-5,597146;1,401796;-5,758367;11,27229;84,52512;359,8136;0,01084532;0,01033923;-1,18892;0,00792115
0,7839267;-5,597218;1,401788;-5,758543;11,27374;84,52807;359,8117;0,01070487;0,01034753;-0,003962629;0,008111707
0,7996861;-5,597414;1,401737;-5,759031;11,28281;84,54652;359,8044;0,03334113;0,01080067;0,6744945;0,008637143
0,8348991;-5,597464;1,401705;-5,759188;11,2904;84,55368;359,8004;0,004681311;0,01054257;-0,5622615;0,008801986
