Areas
Area;Time spent in Area (s)
(4,5);3,336876
(4,4);2,617415
(4,3);2,087151
(4,2);2,449603
(4,1);2,88471
(4,0);1,740955
(4,1);2,879539
(4,2);2,369003
(4,3);2,322847
(4,4);2,366476
(4,5);2,508341


Steps
Foot;Start time (s);End time (s);Duration (s);Length (m)
Right;0,7429714;1,541804;0,7988327;0,883389
Left;1,382624;2,082685;0,7000601;1,018044
Left;2,532084;3,236807;0,7047226;0,9864033
Left;3,642429;4,517588;0,8751593;1,106993
Right;4,25607;5,005285;0,7492151;1,074671
Left;4,779301;5,608896;0,8295951;1,119603
Left;6,055518;6,594891;0,5393729;0,7332464
Left;7,084321;7,785898;0,7015772;0,9478487
Right;7,601601;8,45346;0,8518586;1,095922
Left;8,237718;8,986767;0,7490492;1,156176
Right;8,711406;9,602256;0,8908501;1,139237
Left;9,326843;10,0953;0,7684593;0,995247
Right;10,03226;10,69871;0,6664438;0,6971659
Left;10,56624;11,29266;0,7264128;0,7981744
Right;11,04836;11,8551;0,806735;0,9709072
Left;11,78592;12,48193;0,6960173;0,6308564
Right;12,25787;13,04784;0,7899723;0,8888901
Left;12,85544;13,65411;0,7986689;0,8925272
Right;13,61198;14,15294;0,5409517;0,4624648
Left;14,01806;14,94327;0,92521;0,7479708
Right;14,73455;15,57826;0,843708;0,7247928
Right;16,14046;16,80343;0,6629715;0,609574
Left;16,65432;17,46664;0,8123188;0,8444805
Right;17,26389;18,02496;0,7610703;0,9419057
Left;17,91927;18,70302;0,7837582;0,8015907
Right;18,38159;19,16748;0,7858868;1,050503
Left;19,02784;19,7964;0,7685566;0,8670782
Right;19,51258;20,29528;0,7826958;1,086022
Left;20,1256;20,89501;0,7694035;1,030656
Right;20,68998;21,47523;0,7852516;1,071293
Left;21,26436;22,06962;0,8052578;0,9900594
Right;21,77687;22,64595;0,8690853;1,089034
Left;22,33492;23,14511;0,8101978;1,117195
Right;22,88874;23,63776;0,7490253;1,116498
Right;24,10887;25,79079;1,681925;1,848428
Left;25,66274;26,40926;0,7465248;0,9189002
Right;26,16311;27,03691;0,8738041;1,1046
Left;26,85943;27,54887;0,6894455;0,8144093
Left;27,83405;28,59002;0,7559643;1,091105


Landmarks
Area;Time spent looking at landmarks (s)


Errors
Walked path;Duration (s);Distance walked (m)


Pauses
Duration (s);Area;Time spent looking at landmarks (s)


