Simulation time (s);Position vector;;;Euler rotation vector;;;Instant speed (m/s);Mean speed (m/s);Instant acceleration (m/s^2);Distance travelled (m)
0;-5,772284;1,528706;-5,737146;48,33467;72,93937;5,694562;-1;0;-1;0
0,3333333;-5,772259;1,5285;-5,737919;47,9262;72,91593;5,727051;0,002320006;0,002320006;-1;0,0007733355
0,3675922;-5,789015;1,582643;-5,712987;25,81803;81,5603;357,8231;0,8768294;0,08382243;2,379021;0,03081247
0,3943984;-5,789511;1,583826;-5,712005;25,46988;82,31853;357,6919;0,04105703;0,08091579;-13,6866;0,03191305
0,4110166;-5,789895;1,585311;-5,710771;25,00419;83,05585;357,6335;0,07776872;0,08078854;0,8454162;0,03320543
0,4278932;-5,79003;1,585799;-5,710313;24,79451;83,27055;357,6519;0,02827817;0,07871747;-1,477559;0,03368267
0,4443211;-5,790262;1,586783;-5,709292;24,28695;83,66174;357,6979;0,06369743;0,07816213;1,063497;0,03472908
0,4611576;-5,790344;1,587233;-5,708766;24,04209;83,82145;357,7213;0,0316163;0,07646278;-0,9644284;0,03526139
0,4784143;-5,790344;1,587233;-5,708766;24,04209;83,82145;357,7213;0;0,07370472;-0,9273492;0,03526139
0,5116864;-5,790405;1,588729;-5,706674;23,26799;84,31245;357,7958;0,0629273;0,07300393;1,245373;0,03735512
0,5301473;-5,790306;1,589648;-5,70504;22,88252;84,59223;357,8108;0,0886552;0,07354893;0,4973205;0,03899177
0,5454804;-5,790239;1,59023;-5,704;22,73477;84,74036;357,7815;0,06796347;0,07339192;-0,6122905;0,04003386
0,5786963;-5,790146;1,590892;-5,702878;22,64781;84,86376;357,7026;0,03388164;0,07112412;-0,7020089;0,04115927
0,5947262;-5,78997;1,591863;-5,70108;22,54036;85,06283;357,4846;0,1127374;0,07224574;1,60127;0,04296644
0,6112694;-5,789938;1,592144;-5,700452;22,49052;85,14363;357,3804;0,03800996;0,07131919;-2,294147;0,04359524
0,628055;-5,789972;1,592648;-5,699104;22,38807;85,30278;357,1523;0,08030415;0,07155933;1,268997;0,0449432
0,6449237;-5,790059;1,592866;-5,698411;22,35258;85,37279;357,0367;0,04142528;0,07077114;-1,155241;0,04564199
0,6611435;-5,790458;1,593237;-5,696348;22,32801;85,49361;356,7294;0,1295308;0,07221269;2,662723;0,04774295
0,6788095;-5,790458;1,593237;-5,696348;22,32801;85,49361;356,7294;0;0,07033336;-3,822578;0,04774295
0,7142402;-5,790902;1,593285;-5,694907;22,31919;85,51756;356,5596;0,04257012;0,06895614;0,8017477;0,04925124
0,7278823;-5,791856;1,592888;-5,690772;22,47418;85,73798;356,1934;0,3110807;0,07349407;5,471679;0,05349503
0,7446248;-5,792064;1,592802;-5,690003;22,52156;85,80812;356,1268;0,04754033;0,07291052;-8,673486;0,05429098
0,7617303;-5,792397;1,592598;-5,68841;22,58593;85,93327;356,014;0,09517825;0,07341056;1,407405;0,05591905
0,7782073;-5,792397;1,592598;-5,68841;22,58593;85,93327;356,014;0;0,07185624;-2,834162;0,05591905
