Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
B;ARROW;11,60777;4,501758;0,3878227;0;-1;1;01.11.12;3;3,869257;0;0;0;0
B;ARROW;82,85667;33,06113;0,3990158;0;-1;1;01.11.12.13.23.33.32.42.43.33.43.44;12;6,904723;1;1;1,184036;0
B;ARROW;81,367;36,54364;0,4491212;0;-1;1;01.11.12.22.12.13.23.33.23.33.32.42.43.44;14;5,811929;2;2;3,549692;0
T;ARROW;130,6303;23,36313;0,1788492;1;-1;0,6363354;53.43.33.32.33.34.33.34.35;9;14,51448;2;2;47,01175;0
B;ARROW;67,28983;21,04801;0,3127962;1;-1;0,3183605;01.11.12.13.23.33.32.42.43.44;10;6,728983;0;0;0;0
T;PEANUT;122,6528;18,19254;0,1483255;1;-1;0,833958;53.43.33.34.35;5;24,53055;0;0;0;0
C;PEANUT;90,06734;23,73843;0,2635631;1;-1;0,6806517;55.45.35.34.23.13.12.11.21.31;10;9,006735;0;0;0;0
T;LIGHT;121,1767;19,7633;0,1630949;1;-1;0,8178378;53.43.33.34.33.34.35;7;17,31096;1;1;7,252899;0
A;LIGHT;67,18624;23,00696;0,3424355;1;-1;0,7617801;16.15.25.24.33.43.42.32.22.21;10;6,718624;0;0;0;0
