Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,0064608;3,997661;0,04543684;-7,320774;0,4568478;177,5546;356,4438;0;0;0;-1;-1
0,3363413;3,997522;0,04532923;-7,320751;0,511216;177,5457;356,0794;0;0,0004270331;0;-1;-1
0,3583227;3,997882;0,04517069;-7,321256;0,3781639;177,511;356,418;0;0,002164768;0;-1;-1
0,3726062;3,997313;0,04523556;-7,321259;0,8529987;177,2946;355,1089;0;0,003636614;0;-1;-1
0,382125;3,997605;0,04487556;-7,321414;0,5303406;177,451;356,035;0;0,004424592;0;-1;-1
0,3918298;3,997591;0,04489097;-7,321404;0,5183467;177,4653;356,0316;0;0,004355981;0;-1;-1
0,403736;3,997591;0,04489097;-7,321404;0,5183467;177,4653;356,0316;0;0,004225433;0;-1;-1
0,416163;3,997294;0,04530603;-7,321341;0,8845541;177,332;354,8482;0;0,004840401;0;-1;-1
0,4271487;3,997294;0,04530603;-7,321341;0,8845541;177,332;354,8482;0;0,004714001;0;-1;-1
0,4365948;3,997358;0,04534265;-7,321363;0,8708117;177,3457;354,9631;0;0,004768061;0;-1;-1
0,4466225;3,997358;0,04534265;-7,321363;0,8708117;177,3457;354,9631;0;0,004659435;0;-1;-1
0,455399;3,997024;0,04509722;-7,321681;0,9414359;177,1927;354,3706;0;0,005596063;0;-1;-1
0,4651795;3,997024;0,04509722;-7,321681;0,9414359;177,1927;354,3706;0;0,005476747;0;-1;-1
0,4752619;3,99734;0,04532339;-7,32128;0,8136842;177,3825;355,1006;0;0,006447599;0;-1;-1
0,4847303;3,99734;0,04532339;-7,32128;0,8136842;177,3825;355,1006;0;0,006319955;0;-1;-1
0,4993297;3,997349;0,04539353;-7,321265;0,8339561;177,3944;355,0688;0;0,00616851;0;-1;-1
0,5106374;3,997349;0,04539353;-7,321265;0,8339561;177,3944;355,0688;0;0,006030162;0;-1;-1
0,5216847;3,997359;0,0453941;-7,321282;0,8339015;177,3976;355,0503;0;0,005938641;0;-1;-1
0,5312853;3,997359;0,0453941;-7,321282;0,8339015;177,3976;355,0503;0;0,005830006;0;-1;-1
0,5414171;3,997366;0,04536979;-7,321271;0,8185473;177,3945;355,077;0,0002677604;0,005744311;0;-1;-1
0,5510159;3,997366;0,04536979;-7,321271;0,8185473;177,3945;355,077;0,007543986;0,005643057;0;-1;-1
0,5642419;3,997354;0,04537522;-7,321283;0,7827297;177,3948;355,1268;0,01058139;0,005540084;0;-1;-1
0,5745575;3,99733;0,04530498;-7,321131;0,6744302;177,3934;355,3468;0,01509955;0,005711275;0;-1;-1
0,5831456;3,99733;0,04530498;-7,321131;0,6744302;177,3934;355,3468;0,0006428181;0,005626223;0;-1;-1
0,5963624;3,997346;0,04531486;-7,321133;0,6688569;177,4146;355,3656;0,0003798543;0,005526635;0;-1;-1
0,610566;3,997346;0,04531486;-7,321133;0,6688569;177,4146;355,3656;0,011125;0,005396694;0;-1;-1
0,6221989;3,997322;0,04532989;-7,321107;0,6297334;177,4067;355,3548;0,0008881498;0,005351992;0;-1;-1
0,6325425;3,997325;0,04536631;-7,321102;0,5697644;177,4049;355,3921;0,00190114;0,005273091;0;-1;-1
0,6431171;3,997325;0,04536631;-7,321102;0,5697644;177,4049;355,3921;6,688994E-11;0,005185507;0;-1;-1
0,6566634;3,997372;0,04544272;-7,321123;0,5115712;177,4171;355,3422;0,01684682;0,005155586;0;-1;-1
0,6716939;3,997372;0,04544272;-7,321123;0,5115712;177,4171;355,3422;0;0,005039099;0;-1;-1
0,6867458;3,997379;0,04561481;-7,321092;0,4991676;177,4814;355,032;0,01251988;0,004974285;0;-1;-1
0,6975452;3,997474;0,04575152;-7,321012;0,4679399;177,422;354,8509;0,004289089;0,005077747;0;-1;-1
0,7070304;3,997474;0,04575152;-7,321012;0,4679399;177,422;354,8509;0,001238302;0,005008998;0;-1;-1
0,7182187;3,99726;0,04552209;-7,320986;0,1694334;177,3686;355,5907;0,007145194;0,005233232;0;-1;-1
0,7306549;3,99726;0,04552209;-7,320986;0,1694334;177,3686;355,5907;0,0004450486;0,005143364;0;-1;-1
0,7400548;3,99728;0,04555384;-7,320964;0,0763788;177,3611;355,6099;0,001167518;0,00511725;0;-1;-1
0,7487876;3,99728;0,04555384;-7,320964;0,0763788;177,3611;355,6099;0,0006976372;0,00505705;0;-1;-1
