Areas
Area;Time spent in Area (s)
(1,5);8,487575
(2,5);15,28262
(2,4);11,16756
(3,3);1,375263
(4,3);20,05242
(4,2);9,171257
(3,2);14,8431
(2,2);21,34773
(2,1);9,030579


Steps
Foot;Start time (s);End time (s);Duration (s);Length (m)
Right;1,124268;1,870125;0,7458565;0,50598
Right;4,160165;5,045802;0,8856373;0,6939089
Right;6,993237;7,525681;0,532444;0,3738402
Right;9,075029;9,880528;0,8054991;0,5449083
Right;11,35817;12,00622;0,6480484;0,2762112
Right;13,27781;13,76852;0,4907103;0,2911873
Right;18,86634;19,502;0,6356621;0,3413615
Left;19,56179;20,20372;0,6419334;0,6823763
Right;20,42163;20,89553;0,4739017;0,1696718
Left;23,10793;23,71262;0,6046867;0,5025298
Right;23,73598;24,4107;0,6747189;0,6567338
Left;24,78604;25,57775;0,7917194;0,4791574
Right;25,73709;26,5446;0,8075161;0,616244
Left;27,12122;28,05956;0,9383469;0,4747749
Right;27,97328;28,76945;0,7961674;0,704407
Left;30,47494;30,95294;0,477993;0,2878271
Right;32,50458;33,04298;0,5384026;0,2652673
Left;33,46263;33,90809;0,4454613;0,1889767
Right;34,81313;35,72867;0,915535;0,5330992
Left;35,74428;36,6252;0,8809204;0,8086029
Right;36,70064;37,74607;1,045425;0,8131393
Left;37,92511;38,81004;0,8849373;0,8424398
Right;38,89966;39,73367;0,8340073;0,5044485
Left;39,8718;40,35091;0,4791107;0,2234496
Right;40,26122;41,30882;1,047592;0,2294198
Left;41,79092;42,40565;0,6147346;0,3030715
Right;43,47594;44,03127;0,5553284;0,2856677
Left;45,76366;46,33555;0,5718918;0,2391539
Left;48,84198;49,27267;0,4306908;0,1742833
Right;49,61397;50,15343;0,539463;0,2157232
Left;50,7267;50,88193;0,1552315;0,3717466
Right;51,31348;52,15306;0,8395767;0,9046835
Left;52,3111;53,39473;1,083633;0,7887138
Right;53,4524;54,44692;0,9945145;0,8681487
Left;54,44692;55,30969;0,8627701;0,9134237
Right;55,46217;55,96891;0,5067368;0,3803061
Left;58,26497;58,71412;0,4491539;0,1991386
Right;59,11728;59,57073;0,4534492;0,3350296
Left;64,26315;64,90191;0,6387558;0,5124611
Right;64,94462;65,84542;0,9008026;0,6214549
Left;66,13145;66,82092;0,6894684;0,6650363
Right;66,74667;67,42973;0,6830597;0,3021604
Left;71,50239;71,92161;0,41922;0,2309229
Right;72,10172;72,57353;0,471817;0,1675893
Right;75,2399;76,00088;0,7609787;0,4307828
Left;76,13558;77,14281;1,007233;0,7968284
Right;77,33111;78,26472;0,933609;0,7004111
Left;78,36822;79,11044;0,7422256;0,6456838
Left;80,38486;80,83715;0,4522934;0,2633129
Right;80,95355;81,45386;0,5003052;0,2637358
Right;83,6096;84,0308;0,4212036;0,1668143
Left;84,30146;85,39732;1,095863;0,619947
Right;85,53516;86,1582;0,6230392;0,3808806
Left;89,70939;90,4486;0,739212;0,5162182
Right;90,3807;91,37812;0,9974213;0,9836032
Left;91,3465;92,3731;1,026596;0,9000813
Right;92,39072;93,04227;0,6515503;0,5513012
Left;93,39738;93,89898;0,5015945;0,1835457
Left;97,78484;98,49618;0,7113419;0,5338855
Right;98,70298;99,59846;0,8954849;0,5946321
Left;99,70959;100,6396;0,9299774;0,8004619
Right;100,9516;101,9251;0,9735641;0,9268597
Left;101,9691;102,8795;0,9103622;0,807425
Right;102,9739;104,0184;1,044434;0,8346984
Left;104,2719;104,8534;0,5814819;0,2716849
Right;113,8097;114,2754;0,4657135;0,1779693
Left;114,3235;115,0638;0,7402115;0,5408361
Right;115,9885;116,5459;0,557373;0,278105
Left;120,7042;121,1033;0,399025;0,3300194
Left;122,4264;123,0606;0,6341629;0,370394
Right;126,3513;127,145;0,7936783;0,3544105
Left;127,1595;128,1509;0,9914093;0,6735014
Right;128,4759;129,1688;0,6928711;0,5882137
Left;129,2603;130,3154;1,055084;0,5480894
Right;130,2512;130,9838;0,7325287;0,443437
Left;131,5449;132,0635;0,5185394;0,3079634
Right;132,5318;133,1052;0,5733948;0,3971798
Left;133,3461;134,2757;0,9295197;0,6423753


Landmarks
Area;Time spent looking at landmarks (s)
(1,5);3,839997
(2,5);7,059994
(2,4);7,359994
(3,3);0
(4,3);16,38018
(4,2);6,459995
(3,2);8,219998
(2,2);11,62008


Errors
Walked path;Duration (s);Distance walked (m)


Pauses
Duration (s);Area;Time spent looking at landmarks (s)
2,087301;(1,5);1,919999
1,736758;(1,5);0,7199998
4,895732;(2,5);3,639997
2,001305;(2,5);0,09999999
1,526226;(3,3);0,5000001
2,291389;(3,3);0
2,094101;(4,3);2,099999
4,475632;(4,3);4,279997
3,348221;(4,3);3,219998
2,462593;(4,3);2,459998
1,946442;(4,2);1,159999
3,342461;(3,2);0,7599998
3,080925;(3,2);2,659998
8,741554;(2,2);5,559996
3,944908;(2,2);1,619999
3,076691;(2,2);0,6999999


