Simulation time (s);Position vector;;;Euler rotation vector;;;Instant speed (m/s);Mean speed (m/s);Instant acceleration (m/s^2);Distance travelled (m)
0;-5,713301;1,651163;-6,174851;13,80006;59,55935;354,9772;-1;0;-1;0
0,3221757;-5,713637;1,651695;-6,175632;13,66032;60,05419;354,6877;0,002637982;0,002637982;-1;0,0008498937
0,3911989;-5,721437;1,648243;-6,15772;14,73222;65,55988;349,8234;0,2830465;0,05211331;0,7167928;0,02038667
0,4487405;-5,719811;1,647321;-6,151233;15,70412;66,55859;349,6037;0,1162236;0,06033412;-1,318083;0,02707436
0,465561;-5,716623;1,644832;-6,145217;16,88236;67,76392;349,2524;0,4047659;0,07277826;3,880233;0,03388272
0,4831568;-5,714899;1,643565;-6,143717;17,26425;68,22216;349,1383;0,1298672;0,07485735;-7,987459;0,03616784
0,5011549;-5,712786;1,642185;-6,142397;17,63267;68,68687;349,0413;0,1384311;0,07714049;0,2406004;0,03865933
0,53208;-5,711509;1,641513;-6,141729;17,719;68,92844;349,0206;0,04661529;0,07536633;-1,876734;0,04010092
0,549447;-5,705976;1,638783;-6,139275;18,31768;69,6887;348,9647;0,348515;0,08400006;6,251535;0,04615358
0,5657894;-5,704466;1,638191;-6,138638;18,44205;69,83788;348,9642;0,1002809;0,08447032;-7,363944;0,04779241
0,5824558;-5,701385;1,637104;-6,137294;18,62739;70,08656;348,9944;0,2017087;0,08782497;3,072749;0,05115417
0,5992544;-5,698223;1,636154;-6,135943;18,81997;70,31995;349,041;0,2046569;0,09110007;0,08809912;0,05459212
0,6332443;-5,696644;1,635767;-6,135353;18,93841;70,45276;349,0831;0,04959829;0,08887243;-3,053025;0,05627796
0,6511489;-5,691015;1,634942;-6,13305;19,34224;71,19589;349,4769;0,3396795;0,09576885;5,589828;0,06235978
0,6657237;-5,6899;1,634844;-6,132519;19,48587;71,46873;349,6448;0,08470074;0,09552653;-7,850476;0,06359428
0,6821769;-5,688783;1,634791;-6,131953;19,63602;71,77948;349,8506;0,07613342;0,09505879;-0,2761154;0,06484692
