Simulation time (s);Position vector;;;Euler rotation vector;;;Instant speed (m/s);Mean speed (m/s);Instant acceleration (m/s^2);Distance travelled (m)
0;5,978951;1,64574;4,101177;10,59654;268,9712;357,872;-1;0;-1;0
0,3333333;5,978933;1,645722;4,101197;10,30022;269,0304;357,9351;8,102303E-05;8,102303E-05;-1;2,700768E-05
0,3768075;5,977979;1,64468;4,100673;10,6956;268,4439;358,3109;0,02503461;0,002960045;0,0662237;0,001115367
0,40088;5,979143;1,644803;4,100474;10,56487;267,9684;358,2984;0,04903319;0,005726698;0,3552887;0,002295719
0,4174138;5,979167;1,644798;4,100457;10,55643;267,9253;358,267;0,001824012;0,005572113;-1,162608;0,002325877
0,4511575;5,979228;1,644823;4,100456;10,55851;267,9146;358,2626;0,001795156;0,00528962;-0,0005739343;0,002386452
0,484439;5,979412;1,644903;4,100472;10,55397;267,9048;358,265;0,005538808;0,00530674;0,05585446;0,002570792
0,5199364;5,979608;1,644985;4,100494;10,54053;267,899;358,2724;0,005567312;0,00532453;0,0004144374;0,002768417
0,5340396;5,980146;1,645158;4,100518;10,5361;267,8846;358,2877;0,03817735;0,006192123;0,6574525;0,003306839
0,5678568;5,980272;1,645186;4,100519;10,54037;267,8799;358,2888;0,003722538;0,006045053;-0,7190008;0,003432725
0,6007717;5,981009;1,645353;4,100599;10,655;267,8116;358,2736;0,02251589;0,006947452;0,2816238;0,004173832
0,6360239;5,981379;1,645462;4,100692;10,66069;267,8032;358,2729;0,01083267;0,007162794;-0,1713907;0,004555709
0,6703324;5,981379;1,645462;4,100692;10,66069;267,8032;358,2729;0;0,006796193;-0,1557296;0,004555709
0,6843401;5,983959;1,645538;4,101559;9,78653;267,3839;358,071;0,1942835;0,01063384;4,021091;0,007277159
0,7176217;5,983999;1,645553;4,101529;9,84497;267,4312;358,0933;0,001515854;0,01021096;-4,076347;0,00732761
0,7340974;5,984078;1,645587;4,10149;9,966577;267,5215;358,1349;0,005333166;0,01010149;0,07671852;0,007415477
0,7505931;5,98416;1,645599;4,101482;10,08761;267,5793;358,1504;0,004967421;0,009988658;-0,0110928;0,007497418
0,7681195;5,98416;1,645599;4,101482;10,08761;267,5793;358,1504;0;0,009760744;-0,1460057;0,007497418
0,7842312;5,984251;1,645576;4,101509;10,29156;267,5544;358,1279;0,005882488;0,009681067;0,1748759;0,007592195
0,8177483;5,9843;1,645506;4,101597;10,31593;267,5282;358,1073;0,003017933;0,009407965;-0,05771961;0,007693347
0,8370555;5,984359;1,645368;4,101807;10,30371;267,4845;358,063;0,0112731;0,009450985;0,1562759;0,007910999
0,8686143;5,984398;1,645303;4,101927;10,31019;267,479;358,0502;0,004004097;0,009253087;-0,142905;0,008037364
0,8840157;5,984422;1,645227;4,102048;10,33243;267,4788;358,0426;0,008045288;0,009232045;0,08605559;0,008161273
0,9012225;5,984435;1,645192;4,102127;10,36142;267,4803;358,0426;0,004605974;0,00914372;-0,1054739;0,008240527
0,9176484;5,984443;1,64515;4,102205;10,37305;267,4798;358,0345;0,004812348;0,009066189;0,006136115;0,008319573
0,951418;5,984412;1,644926;4,102511;10,43433;267,4869;358,018;0,009110169;0,009067749;0,08562161;0,00862722
0,9681823;5,984344;1,644621;4,102799;10,5891;267,4708;357,9821;0,01765495;0,009216438;0,1690903;0,008923192
1,003491;5,984344;1,644621;4,102799;10,5891;267,4708;357,9821;0;0,008892151;-0,3390438;0,008923192
1,034398;5,984127;1,644286;4,103126;10,68257;267,477;357,9587;0,01269566;0,009005798;0,1917316;0,00931558
1,050902;5,983889;1,644002;4,103364;10,74737;267,4815;357,9395;0,02034869;0,009183929;0,1614193;0,009651407
1,068326;5,983889;1,644002;4,103364;10,74737;267,4815;357,9395;0;0,009034137;-0,5997561;0,009651407
1,084777;5,983485;1,64359;4,103645;10,8142;267,4842;357,9164;0,02992094;0,009350878;0,8832753;0,01014361
1,118196;5,983366;1,643477;4,103711;10,8321;267,4853;357,9157;0,004081397;0,009193392;-0,5181453;0,01028001
1,153868;5,982758;1,642915;4,103923;10,94734;267,478;357,9089;0,01804695;0,009467103;0,2021318;0,01092379
1,185686;5,982758;1,642915;4,103923;10,94734;267,478;357,9089;0;0,009213051;-0,2674;0,01092379
1,21795;5,97946;1,639165;4,104157;12,20693;267,1064;357,9777;0,1024697;0,01168347;1,599031;0,01422989
1,25135;5,979428;1,639128;4,104155;12,2163;267,1016;357,9767;0,0009582447;0,01139721;-1,545927;0,0142619
1,285597;5,97886;1,638534;4,104103;12,40632;267,0441;357,9789;0,0166671;0,0115376;0,2322182;0,0148327
1,30318;5,977691;1,637249;4,103934;12,90858;266,89;357,9756;0,06718615;0,01228842;0,9747011;0,01601403
1,319356;5,977298;1,636837;4,103883;12,99885;266,864;357,9804;0,02446465;0,01243771;-1,265489;0,01640977
1,351278;5,976892;1,636413;4,103841;13,12417;266,8256;357,9753;0,01280795;0,01244645;-0,2423544;0,01681862
1,367628;5,973187;1,632775;4,103656;14,87918;266,2626;357,8574;0,2268354;0,01500945;4,433824;0,02052733
1,401375;5,973187;1,632775;4,103656;14,87918;266,2626;357,8574;0;0,01464799;-4,527894;0,02052733
