Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,0119331;-5,43746;0,08042333;-5,89639;1,318217;273,6336;358,3984;0;0;0;-1;-1
0,3452664;-5,437615;0,08036303;-5,895958;1,246008;273,6634;358,1139;0;0,001375562;0;-1;-1
0,3754652;-5,434806;0,07500953;-5,898251;358,1971;273,3394;1,722209;0;0,01123344;0;-1;-1
0,3900625;-5,434929;0,07504862;-5,898262;358,0221;273,3735;1,729039;0;0,01112517;0;-1;-1
0,4028305;-5,43497;0,07504141;-5,898231;357,9421;273,3716;1,718138;0;0,01089353;0;-1;-1
0,4129954;-5,43497;0,07504141;-5,898231;357,9421;273,3716;1,718138;0;0,01061744;0;-1;-1
0,431527;-5,434884;0,07512981;-5,898334;357,8215;273,3041;1,669534;0;0,01046877;0;-1;-1
0,4462444;-5,434784;0,07507844;-5,898377;357,7166;273,3285;1,889439;0;0,01036385;0;-1;-1
0,4561679;-5,434784;0,07507844;-5,898377;357,7166;273,3285;1,889439;0;0,01013234;0;-1;-1
0,4705216;-5,434546;0,07508118;-5,898214;357,5598;273,3074;1,651857;0;0,01044594;0;-1;-1
0,496765;-5,434433;0,07511888;-5,898193;357,4968;273,3226;1,687129;0;0,01011741;0;-1;-1
0,5129614;-5,434228;0,07513557;-5,898167;357,2609;273,2615;1,430423;0;0,01020116;0;-1;-1
0,527989;-5,434135;0,07516829;-5,898056;357,2157;273,2632;1,176968;0;0,01018473;0;-1;-1
0,5406595;-5,433754;0,07521702;-5,897604;356,9844;273,2694;0,4522304;0;0,01105948;0;-1;-1
0,5523944;-5,433754;0,07521702;-5,897604;356,9844;273,2694;0,4522304;0;0,01081935;0;-1;-1
0,5651563;-5,433301;0,07534663;-5,897329;356,5411;273,2789;359,9245;0;0,01152616;0;-1;-1
0,5798005;-5,433301;0,07534663;-5,897329;356,5411;273,2789;359,9245;0;0,01122892;0;-1;-1
