Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,009899;-5,399816;0,02233752;-5,719563;3,615073;264,5225;1,287508;0;0;0;-1;-1
0,3432323;-5,399312;0,02033796;-5,717081;1,761851;263,6227;0,6281487;0;0,007599477;0;-1;-1
0,3794823;-5,396224;0,01734794;-5,715578;358,768;264,1342;0,3746122;0;0,01614425;0;-1;-1
0,3918222;-5,396255;0,0171754;-5,715732;358,4192;264,3338;0,003862661;0;0,01603398;0;-1;-1
0,401888;-5,395566;0,01692211;-5,714673;358,1426;263,5776;0,08121463;0;0,01884681;0;-1;-1
0,4135723;-5,396565;0,01797708;-5,715023;358,7535;264,3303;1,268793;0;0,02092499;0;-1;-1
0,4227848;-5,396565;0,01797708;-5,715023;358,7535;264,3303;1,268793;0;0,02045811;0;-1;-1
0,4342097;-5,396565;0,01797708;-5,715023;358,7535;264,3303;1,268793;0;0,01990726;0;-1;-1
0,4454871;-5,396565;0,01797708;-5,715023;358,7535;264,3303;1,268793;0;0,01939186;0;-1;-1
0,4565298;-5,396558;0,01748726;-5,714387;358,6611;264,2879;1,969871;0;0,02033564;0;-1;-1
0,4660624;-5,396558;0,01748726;-5,714387;358,6611;264,2879;1,969871;0;0,01991067;0;-1;-1
0,4779104;-5,396558;0,01748726;-5,714387;358,6611;264,2879;1,969871;0;0,01940662;0;-1;-1
0,489356;-5,396558;0,01748726;-5,714387;358,6611;264,2879;1,969871;0;0,01894335;0;-1;-1
0,4992882;-5,396558;0,01748726;-5,714387;358,6611;264,2879;1,969871;0;0,01855889;0;-1;-1
0,5105526;-5,396558;0,01748726;-5,714387;358,6611;264,2879;1,969871;0;0,01814133;0;-1;-1
0,5201666;-5,395216;0,01630136;-5,716655;0,2134471;265,6916;1,92736;0;0,02296408;0;-1;-1
0,5315681;-5,395216;0,01630136;-5,716655;0,2134471;265,6916;1,92736;0;0,02246219;0;-1;-1
0,5430283;-5,393974;0,01905205;-5,718268;358,4008;265,2823;2,189749;0;0,02579754;0;-1;-1
0,5532641;-5,393974;0,01905205;-5,718268;358,4008;265,2823;2,189749;0;0,02531157;0;-1;-1
0,5656642;-5,393974;0,01905205;-5,718268;358,4008;265,2823;2,189749;0,0009678283;0,02474683;0;-1;-1
0,5776144;-5,393354;0,02613273;-5,718779;353,6248;262,3279;6,450448;0,1614544;0,02564064;0;-1;-1
0,5892138;-5,393354;0,02613273;-5,718779;353,6248;262,3279;6,450448;0,005010394;0,02512725;0;-1;-1
0,6004115;-5,390351;0,0295775;-5,721026;349,6316;262,4436;6,448181;0,13167;0,03100206;0;-1;-1
0,6114559;-5,390351;0,0295775;-5,721026;349,6316;262,4436;6,448181;0,03390433;0,03043287;0;-1;-1
0,6208659;-5,387239;0,03272534;-5,722921;347,654;261,6023;9,174381;0,1371773;0,03592749;0;-1;-1
0,6303666;-5,387239;0,03272534;-5,722921;347,654;261,6023;9,174381;0;0,03537736;0;-1;-1
0,6451244;-5,387239;0,03272534;-5,722921;347,654;261,6023;9,174381;0;0,03455546;0;-1;-1
0,6552307;-5,387239;0,03272534;-5,722921;347,654;261,6023;9,174381;0,01925345;0,0340143;0;-1;-1
0,6673639;-5,387239;0,03272534;-5,722921;347,654;261,6023;9,174381;0;0,03338658;0;-1;-1
0,6819088;-5,387239;0,03272534;-5,722921;347,654;261,6023;9,174381;0;0,03266396;0;-1;-1
0,6962756;-5,387239;0,03272534;-5,722921;347,654;261,6023;9,174381;0;0,03198026;0;-1;-1
0,7065304;-5,387239;0,03272534;-5,722921;347,654;261,6023;9,174381;0;0,0315095;0;-1;-1
0,715477;-5,351472;0,06167578;-5,723494;325,2863;260,1092;16,01984;1,322577;0,08180903;0;-1;-1
0,7309197;-5,351472;0,06167578;-5,723494;325,2863;260,1092;16,01984;0,07578691;0,08005685;1;7,859655;-1,715477
0,7439425;-5,330187;0,06897013;-5,72334;319,2688;262,6298;15,06515;0,4289195;0,1076337;1;7,859655;-1,715477
0,7549267;-5,320597;0,07140899;-5,723295;318,7508;264,3795;13,66078;0,1935996;0,1189198;1;7,859655;-1,715477
0,7699983;-5,320597;0,07140899;-5,723295;318,7508;264,3795;13,66078;0;0,1165618;1;7,859655;-1,715477
0,7876316;-5,285223;0,07302296;-5,72022;320,6987;268,9808;9,377734;0,4776503;0,159573;1;7,859655;-1,715477
0,7974632;-5,27134;0,07221302;-5,719943;321,9247;269,7637;8,714164;0,3645079;0,175213;1;7,859655;-1,715477
0,8130679;-5,27134;0,07221302;-5,719943;321,9247;269,7637;8,714164;1,965434E-09;0,1718088;1;7,859655;-1,715477
0,829391;-5,226845;0,06603859;-5,720399;327,1759;271,3504;6,291031;0,5917105;0,2226849;1;7,859655;-1,715477
0,8478208;-5,193667;0,06158949;-5,722854;329,8027;272,1593;5,629622;0,4088842;0,2574907;1;7,859655;-1,715477
0,8583169;-5,177346;0,05740944;-5,724349;332,1392;272,7732;3,720095;0,3215613;0,2736229;1;7,859655;-1,715477
0,8669631;-5,177346;0,05740944;-5,724349;332,1392;272,7732;3,720095;0;0,2708626;1;7,859655;-1,715477
0,8810091;-5,142429;0,05121299;-5,728208;335,7488;273,7333;2,408451;0,5629314;0,3068222;1;7,859655;-1,715477
0,8929672;-5,142429;0,05121299;-5,728208;335,7488;273,7333;2,408451;0;0,3026674;1;7,859655;-1,715477
0,9032729;-5,089725;0,04143544;-5,735074;342,6801;274,1104;359,9828;1,174318;0,3586686;1;7,859655;-1,715477
0,9129678;-5,070748;0,03901446;-5,736983;344,1456;274,2626;359,8325;0,4484798;0,3759383;1;7,859655;-1,715477
0,9244037;-5,070748;0,03901446;-5,736983;344,1456;274,2626;359,8325;2,835697E-08;0,3712372;1;7,859655;-1,715477
0,9353448;-5,033877;0,03408533;-5,739264;347,6927;274,5429;359,2687;0,7915901;0,4067657;1;7,859655;-1,715477
0,9462256;-5,033877;0,03408533;-5,739264;347,6927;274,5429;359,2687;1,192875;0,4020388;1;7,859655;-1,715477
0,9560541;-4,997807;0,03103564;-5,743489;350,7979;273,0762;359,7408;0,8564618;0,4362467;1;7,859655;-1,715477
0,9657957;-4,997807;0,03103564;-5,743489;350,7979;273,0762;359,7408;0,4086479;0,4318009;1;7,859655;-1,715477
0,9815361;-4,963305;0,02896826;-5,746218;353,8691;271,3799;359,7872;0,3219924;0,4604254;1;7,859655;-1,715477
0,9924185;-4,929154;0,02747352;-5,747692;357,1028;270,7849;359,2359;0,7356982;0,4901167;1;7,859655;-1,715477
1,002478;-4,929154;0,02747352;-5,747692;357,1028;270,7849;359,2359;0,481522;0,4851495;1;7,859655;-1,715477
1,02185;-4,89542;0,02904706;-5,747586;359,6034;269,7473;0,2029832;0,0872446;0,5091979;1;7,859655;-1,715477
1,034137;-4,864388;0,03029695;-5,747118;2,623876;268,971;359,8445;0,5931904;0,5333903;1;7,859655;-1,715477
1,044348;-4,864388;0,03029695;-5,747118;2,623876;268,971;359,8445;0,661249;0,5281255;1;7,859655;-1,715477
1,058607;-4,83562;0,03212996;-5,747083;5,652901;268,098;359,7978;0,1090816;0,5483758;1;7,859655;-1,715477
1,067024;-4,83562;0,03212996;-5,747083;5,652901;268,098;359,7978;0,4086439;0,54401;1;7,859655;-1,715477
1,080929;-4,808887;0,03435318;-5,74695;8,141876;267,3185;0,03646294;0,4813254;0,5619075;1;7,859655;-1,715477
1,093198;-4,808887;0,03435318;-5,74695;8,141876;267,3185;0,03646294;0,623661;0,5555434;1;7,859655;-1,715477
1,104647;-4,773196;0,03769021;-5,744741;11,01255;267,0391;0,7014779;0,7796339;0,5823985;1;7,859655;-1,715477
1,118629;-4,76256;0,03904726;-5,743337;11,36731;266,9866;1,020065;1,118119;0,5847304;1;7,859655;-1,715477
1,136797;-4,76256;0,03904726;-5,743337;11,36731;266,9866;1,020065;0,4716891;0,5753033;1;7,859655;-1,715477
1,15108;-4,735707;0,04015539;-5,740829;15,05523;266,7594;1,285433;0,4407113;0,5917354;1;7,859655;-1,715477
1,163;-4,721587;0,04089086;-5,73921;15,65615;265,5574;1,74472;0,5287342;0,5979443;1;7,859655;-1,715477
1,174438;-4,716403;0,04034615;-5,738261;15,98935;264,2152;1,556453;0,1076508;0,5965966;1;7,859655;-1,715477
1,185945;-4,716403;0,04034615;-5,738261;15,98935;264,2152;1,556453;0,859542;0,5907593;1;7,859655;-1,715477
1,196725;-4,70632;0,04122364;-5,735407;15,47395;263,7769;1,698822;0,225167;0,5942228;1;7,859655;-1,715477
1,206609;-4,70632;0,04122364;-5,735407;15,47395;263,7769;1,698822;0,5081857;0,5893148;1;7,859655;-1,715477
1,224811;-4,699865;0,04004995;-5,732369;15,67475;262,8981;1,84649;0,6398056;0,5863581;1;7,859655;-1,715477
1,237938;-4,696466;0,03735349;-5,72913;15,10394;262,1736;2,084071;0,09336643;0,5839139;1;7,859655;-1,715477
1,248961;-4,696466;0,03735349;-5,72913;15,10394;262,1736;2,084071;0,3929416;0,5787195;1;7,859655;-1,715477
1,259201;-4,696262;0,0317622;-5,72428;13,08374;260,9707;2,149369;0,6141239;0,5778611;1;7,859655;-1,715477
1,269678;-4,696262;0,0317622;-5,72428;13,08374;260,9707;2,149369;0;0,5730551;1;7,859655;-1,715477
1,285518;-4,695694;0,02903149;-5,721546;10,96807;259,477;2,030796;0,4633683;0,5681289;1;7,859655;-1,715477
1,294458;-4,694225;0,02738705;-5,720286;10,26096;259,6929;1,645219;0,06696132;0,5656815;1;7,859655;-1,715477
1,303973;-4,694225;0,02738705;-5,720286;10,26096;259,6929;1,645219;0,4522199;0,5615224;1;7,859655;-1,715477
1,31527;-4,691722;0,0244613;-5,718107;7,943692;259,0405;1,397146;0,09283189;0,5592052;1;7,859655;-1,715477
1,326194;-4,691722;0,0244613;-5,718107;7,943692;259,0405;1,397146;0,7483097;0,5545644;1;7,859655;-1,715477
1,343695;-4,690147;0,02235403;-5,716963;6,207895;258,622;1,550197;0,1640263;0,5487472;1;7,859655;-1,715477
1,352499;-4,689034;0,02039588;-5,716666;4,613701;258,4922;1,296387;0,06128956;0,5460063;1;7,859655;-1,715477
1,361305;-4,689034;0,02039588;-5,716666;4,613701;258,4922;1,296387;0,4674142;0,5424482;1;7,859655;-1,715477
1,384611;-4,688169;0,01984037;-5,717149;2,299715;257,6541;0,8307321;0,2763246;0,5339729;1;7,859655;-1,715477
