Simulation time (s);Position vector;;;Euler rotation vector;;;Magnitude (m/s²);Mean speed (m/s);Nb Steps;Mean step length (m);Mean step time (s)
0,0078398;3,864872;0,05098414;-7,236827;357,0818;174,8749;358,6738;0;0;0;-1;-1
0,3411731;3,864582;0,05190717;-7,23595;355,9998;174,7076;358,1642;0;0,002770759;0;-1;-1
0,3709958;3,833214;0,0947146;-6,990817;331,6996;148,4106;2,275454;0;0,6830571;0;-1;-1
0,3904209;3,819216;0,08543812;-6,939558;337,9634;148,7278;3,027567;0;0,787263;0;-1;-1
0,4050446;3,808193;0,08012424;-6,902781;343,8019;148,4117;0,5872222;0;0,8549363;0;-1;-1
0,4162058;3,808193;0,08012424;-6,902781;343,8019;148,4117;0,5872222;0;0,8315697;0;-1;-1
0,4301081;3,797201;0,07478672;-6,866471;347,5272;149,2214;1,490228;0;0,8940352;0;-1;-1
0,4421585;3,786966;0,07045863;-6,830359;351,2971;148,9582;0,6963415;0;0,9556512;0;-1;-1
0,4538049;3,786966;0,07045863;-6,830359;351,2971;148,9582;0,6963415;0;0,9306943;0;-1;-1
0,4691519;3,77555;0,06654041;-6,793638;354,9842;148,4719;359,7955;0;0,9830903;0;-1;-1
0,4825659;3,770485;0,06508677;-6,775164;356,3141;148,2995;359,3545;0;0,995663;0;-1;-1
0,4924202;3,770485;0,06508677;-6,775164;356,3141;148,2995;359,3545;0;0,9754155;0;-1;-1
0,5094993;3,755539;0,06249394;-6,720135;359,7368;148,0186;358,0545;0;1,055875;0;-1;-1
0,5264079;3,755539;0,06249394;-6,720135;359,7368;148,0186;358,0545;0;1,021447;0;-1;-1
0,5381107;3,742499;0,06297761;-6,670788;3,705669;146,8761;356,7843;0;1,095159;0;-1;-1
0,5483537;3,742499;0,06297761;-6,670788;3,705669;146,8761;356,7843;0;1,074405;0;-1;-1
0,5697726;3,735522;0,06557091;-6,640105;6,132735;145,0725;354,5525;0;1,089448;0;-1;-1
0,5842351;3,723625;0,06920679;-6,60311;8,786865;143,4969;354,2675;0;1,129533;0;-1;-1
0,5958818;3,723625;0,06920679;-6,60311;8,786865;143,4969;354,2675;0;1,107162;0;-1;-1
0,6078768;3,71858;0,07207979;-6,582368;10,68301;143,0926;354,1489;0,1659902;1,120604;0;-1;-1
0,6188328;3,716726;0,07388841;-6,572622;11,75565;143,9409;354,5261;1,49893;1,116748;0;-1;-1
0,6304759;3,716726;0,07388841;-6,572622;11,75565;143,9409;354,5261;0,5945494;1,095865;1;7,56012;-1,618833
0,647087;3,711968;0,07470141;-6,551208;12,28127;146,0572;356,3324;0,297646;1,101704;1;7,56012;-1,618833
0,6631718;3,711514;0,07381386;-6,545981;11,83862;146,9721;356,9955;0,07121245;1,08267;1;7,56012;-1,618833
0,6800498;3,711514;0,07381386;-6,545981;11,83862;146,9721;356,9955;0,5803346;1,055486;1;7,56012;-1,618833
0,6903539;3,714478;0,06497575;-6,534801;8,074532;149,5268;359,1988;0,4868259;1,056498;1;7,56012;-1,618833
0,7058135;3,715776;0,06348287;-6,53276;7,368263;150,1474;359,5856;0,0387426;1,036562;1;7,56012;-1,618833
0,7194763;3,715776;0,06348287;-6,53276;7,368263;150,1474;359,5856;0,5268284;1,016661;1;7,56012;-1,618833
