Areas				
Area	Time spent in Area (s)			
(1,5)	7,982028			
(2,5)	9,701777			
(2,4)	3,260481			
(3,3)	16,0108			
(4,3)	12,45975			
(4,2)	3,247856			
(3,2)	9,767143			
(2,2)	7,24218			
(2,1)	18,6039			
				
				
Steps				
Foot	Start time (s)	End time (s)	Duration (s)	Length (m)
Right	0,9197829	1,575325	0,6555417	0,6079634
Left	1,84802	2,310021	0,462001	0,3606145
Right	2,562724	3,160096	0,5973723	0,2828256
Left	5,984112	6,532098	0,5479865	0,3367234
Right	6,664595	7,606335	0,94174	0,8241468
Left	7,559716	8,305614	0,7458982	0,9206233
Right	8,283378	9,114783	0,8314056	0,8005284
Left	9,066942	9,663034	0,5960922	0,7335936
Right	9,685717	10,3715	0,6857824	0,5049996
Left	10,48682	11,12112	0,6343002	0,5577786
Right	11,34326	11,83996	0,4966984	0,241917
Left	12,0238	12,46907	0,4452686	0,148763
Right	14,62105	15,02756	0,4065056	0,1710752
Left	17,24243	17,8948	0,6523724	0,4325237
Right	18,03436	18,89006	0,8556976	0,89564
Left	18,90621	19,76658	0,860363	0,9787865
Right	19,73027	20,61509	0,8848248	1,014328
Left	20,58861	21,27239	0,6837769	0,8335672
Right	21,24377	22,07355	0,8297787	0,8574734
Left	22,04753	22,92565	0,8781242	0,9112772
Right	22,75595	23,57057	0,8146133	0,853828
Left	23,54107	24,26953	0,7284641	0,8011767
Right	24,26953	24,98073	0,7112007	0,6931099
Left	25,18431	25,84561	0,6613045	0,6006107
Right	26,1228	26,95527	0,8324718	0,5783322
Left	27,32104	27,94217	0,62113	0,4824472
Right	28,55248	29,34891	0,7964306	0,5206175
Left	29,59106	30,28992	0,6988525	0,3259692
Left	30,56267	30,96858	0,4059143	0,2106004
Right	31,62276	32,18505	0,5622921	0,2729744
Left	32,86652	33,35897	0,4924507	0,2245647
Right	33,25419	33,92193	0,6677437	0,4163077
Left	34,21527	34,57374	0,3584633	0,1755814
Right	38,3047	39,02998	0,7252769	0,433011
Left	39,10545	39,7905	0,685051	0,648331
Right	39,83318	40,77258	0,9393959	0,6417453
Left	41,05598	41,85704	0,8010597	0,6685119
Right	42,04853	42,84303	0,7944984	0,5607021
Left	43,13176	43,82567	0,6939087	0,595302
Right	43,88764	44,61272	0,7250824	0,5835514
Left	44,93385	45,39487	0,4610138	0,2658684
Left	50,5096	50,80282	0,2932243	0,1238361
Left	53,82498	54,27882	0,4538422	0,2380758
Right	54,36708	54,7846	0,4175186	0,2013627
Right	57,12605	57,63413	0,5080795	0,2612156
Left	57,90184	58,669	0,7671623	0,6988015
Right	58,76477	59,59144	0,826664	0,698333
Left	59,59144	60,37054	0,7790947	0,7687677
Right	60,43552	61,27309	0,8375702	0,4961425
Left	61,36789	62,0357	0,6678123	0,475381
Right	62,27213	62,92259	0,6504593	0,5882567
Left	63,10009	63,87299	0,772892	0,796697
Right	63,8437	64,73895	0,8952408	0,8079237
Left	64,68283	65,43897	0,7561417	0,6459023
Right	65,59378	66,14129	0,5475082	0,2947359
Left	70,422	71,08364	0,661644	0,4947383
Right	71,00398	71,8177	0,8137207	0,9445163
Left	71,78387	72,59316	0,809288	0,903663
Right	72,50557	73,31564	0,8100662	0,895443
Left	73,31565	73,98477	0,6691208	0,6662781
Right	73,96673	74,99301	1,026283	0,7621868
Left	75,0288	75,77768	0,7488785	0,5383607
Right	75,81021	76,64271	0,8324966	0,391953
Left	76,94724	77,50315	0,5559082	0,277412
Right	78,8264	79,54976	0,7233582	0,4506631
Left	79,6424	80,35036	0,707962	0,7132633
Right	80,33246	81,24849	0,9160309	0,8299387
Left	81,19961	81,98169	0,7820816	0,8281553
Right	81,91068	82,87826	0,9675751	0,7234905
Left	82,86061	83,63541	0,7747955	0,7447211
Right	83,81009	84,64753	0,8374405	0,5211455
				
				
Landmarks				
Area	Time spent looking at landmarks (s)			
(1,5)	3,319998			
(2,5)	2,619998			
(2,4)	0			
(3,3)	4,759996			
(4,3)	10,44005			
(4,2)	1,819999			
(3,2)	3,939997			
(2,2)	4,039997			
				
				
Errors				
Walked path	Duration (s)	Distance walked (m)		
				
				
Pauses				
Duration (s)	Area	Time spent looking at landmarks (s)		
2,611413	(1,5)	0,9999996		
1,947014	(2,5)	0,58		
2,006411	(2,5)	0		
2,171154	(3,3)	1,239999		
4,906975	(4,3)	3,919997		
2,816528	(4,3)	2,399998		
2,14035	(4,3)	0,6599999		
4,064552	(3,2)	2,419998		
