Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
T;PEANUT;179,389;17,20045;0,09588356;6;-6;0,363098;53.43.33.32.33.34.35;7;25,627;1;1;8,938301;0
C;PEANUT;164,9804;23,83849;0,1444928;2;0,01542915;0,1835224;55.45.35.34.23.13.12.11.21.31;10;16,49804;0;0;0;0
T;LIGHT;120,7173;18,8464;0,1561202;3;-3;0,5762604;53.43.33.32.33.34.35;7;17,24532;1;1;23,46386;0
A;LIGHT;154,7747;24,41726;0,15776;7;0,04700687;0,3858136;16.15.25.24.33.43.42.32.22.21;10;15,47747;0;0;0;0
T;ARROW;88,09497;18,57324;0,210832;3;0,06269136;0,6053097;53.43.33.43.33.32.33.34.35;9;9,78833;2;2;7,05715;0
B;ARROW;147,5942;27,07548;0,1834455;8;0,05711322;0,2866458;01.11.12.11.12.13.23.33.32.42.43.44;12;12,29951;1;1;1,73436;0
