Simulation time (s);Position vector;;;Euler rotation vector;;;Instant speed (m/s);Mean speed (m/s);Instant acceleration (m/s^2);Distance travelled (m)
0;-6,419574;1,578191;-1,004428;339,8387;93,90355;4,089005;-1;0;-1;0
0,3333333;-6,419528;1,577962;-1,004387;339,8859;93,89356;4,103296;0,0001846139;0,0001846139;-1;6,153798E-05
0,3679569;-6,426573;1,563017;-0,9980323;353,9137;93,1464;4,376065;0,2739978;0,02594958;0,7441447;0,009548327
0,392502;-6,426567;1,562745;-0,9977019;355,2969;93,20198;4,51327;0,01346284;0,02516872;-4,403257;0,009878773
0,409236;-6,426538;1,562535;-0,9974242;356,09;93,23665;4,584905;0,01667913;0,02482157;0,07791584;0,01015788
0,4259976;-6,426494;1,562287;-0,9971117;356,8362;93,26822;4,648671;0,01883453;0,024586;0,06434871;0,01047358
0,4429176;-6,42642;1,561985;-0,9967823;357,6761;93,29261;4,69703;0,01994465;0,0244087;0,03295943;0,01081104
0,4599555;-6,42642;1,561985;-0,9967823;357,6761;93,29261;4,69703;0;0,02350453;-0,5873348;0,01081104
0,4760116;-6,426277;1,561333;-0,9961946;359,2667;93,28226;4,74424;0,03767879;0,02398264;1,138536;0,01141602
0,4934415;-6,426177;1,560846;-0,995789;0,3086601;93,25256;4,767079;0,0239696;0,02398218;-0,409401;0,0118338
0,5118619;-6,426099;1,560387;-0,9954358;1,19694;93,22421;4,784237;0,01962853;0,0238255;-0,1210888;0,01219537
0,5262391;-6,426063;1,560159;-0,995288;1,587162;93,20664;4,778363;0,01058993;0,0234639;-0,2755874;0,01234762
0,5428759;-6,426029;1,559965;-0,9951621;2,07104;93,19853;4,782953;0,007831599;0,02298484;-0,08893852;0,01247791
0,559381;-6,426029;1,559965;-0,9951621;2,07104;93,19853;4,782953;0;0,02230665;-0,236305;0,01247791
0,5759965;-6,426028;1,559713;-0,9950578;5,63353;93,21097;5,239838;0,006274432;0,02184417;0,1894418;0,01258217
0,5927914;-6,426049;1,559644;-0,9950617;6,916649;93,27974;5,406768;0,001242448;0,02126049;-0,1506112;0,01260304
