Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
T;ARROW;144,0683;19,93097;0,1383439;1;-1;0,4390021;53.43.33.32.33.34.35;7;20,58118;1;1;9,756165;0
C;ARROW;83,974;23,89129;0,2845082;1;-0,046365;0,4915839;55.45.35.34.23.13.12.11.21.31;10;8,3974;0;0;0;0
T;LIGHT;141,139;19,39396;0,1374104;1;-1;0,1321115;53.43.33.32.33.34.35;7;20,16271;1;1;18,37932;0
B;LIGHT;111,7055;27,32558;0,2446215;3;0,05970075;0,5213931;01.11.12.13.23.33.32.42.43.44;10;11,17055;0;0;0;0
T;PEANUT;136,7796;16,09427;0,1176657;1;-1;0,4334724;53.43.33.34.35;5;27,35592;0;0;0;0
A;PEANUT;126,3395;30,33315;0,2400923;3;0,02700322;0,431113;16.15.25.24.33.43.42.32.22.21;10;12,63395;0;0;0;0
C;PEANUT;86,30293;25,26506;0,2927486;0;-1;1;55.45.35.34.23.13.12.11.21.31;10;8,630293;0;0;0;0
