Areas				
Area	Time spent in Area (s)			
(4,5)	4,992343			
(3,5)	6,839559			
(2,3)	0,01136494			
(1,3)	5,356272			
(1,2)	3,084244			
(1,1)	3,561293			
(2,1)	4,210209			
(3,1)	3,120255			
				
				
Steps				
Foot	Start time (s)	End time (s)	Duration (s)	Length (m)
Left	0,7474609	2,18038	1,432919	0,5980255
Right	0,7474609	1,540153	0,7926916	0,9009812
Right	2,339285	2,923457	0,5841725	0,3023892
Left	3,164286	4,210628	1,046342	0,4021665
Right	4,092227	4,932476	0,8402491	0,7481398
Left	4,865483	5,966595	1,101111	0,9571021
Right	5,549729	6,398921	0,8491917	1,018416
Left	6,287843	7,205796	0,9179525	0,8835766
Right	7,101213	8,188506	1,087294	0,9031403
Left	8,087893	8,883848	0,7959557	0,7732244
Right	8,803866	9,777404	0,9735374	0,8519586
Left	9,582491	10,37799	0,7954979	0,9617582
Right	10,18499	10,99829	0,8133078	1,004383
Left	10,80516	11,61349	0,8083315	1,070346
Right	11,44046	12,28526	0,8448019	1,00547
Left	12,08526	12,87928	0,7940111	1,085539
Right	12,80147	13,54556	0,7440939	1,094457
Left	13,30911	14,15039	0,8412848	1,053866
Right	13,98494	14,81654	0,8316011	0,9508174
Left	14,66275	15,46786	0,8051033	1,008085
Right	15,42578	16,21774	0,7919617	1,052364
Left	15,94606	16,78904	0,8429861	1,11778
Right	16,54783	17,3968	0,8489666	1,0141
Left	17,16327	17,89737	0,7340965	0,4898315
Right	18,54555	19,1495	0,6039543	0,4368549
Left	19,10461	19,7635	0,6588821	0,5855744
Right	19,60183	20,37044	0,7686043	0,8307847
Left	20,26761	20,91516	0,6475525	0,5215595
Right	20,96494	21,69904	0,7340946	0,6428158
Left	21,50438	22,27876	0,7743778	0,9460336
Right	22,14909	22,94658	0,7974949	0,9560052
Left	22,77745	23,5216	0,7441502	0,9878917
Right	23,70917	24,2485	0,5393314	0,811713
Left	24,1293	24,83565	0,7063484	0,9437383
Right	24,74661	25,50259	0,7559795	1,011417
Left	25,27359	25,99486	0,7212734	0,8576815
Right	25,84614	26,39857	0,5524311	0,3240372
Left	27,66583	28,16848	0,5026474	0,2789495
Right	28,00115	28,85938	0,8582306	0,9662717
Left	28,66544	29,01919	0,3537521	0,1744326
Right	29,25607	30,19391	0,9378452	0,5319772
Right	30,85295	31,61716	0,7642097	0,7242831
Right	32,18853	32,94315	0,7546196	0,9004669
Right	33,28072	34,06069	0,7799644	0,9363732
Right	34,50373	35,2767	0,7729683	0,7568753
Right	35,69025	36,56073	0,8704796	0,9342838
Right	37,1278	37,57549	0,4476929	0,2468065
Right	39,28749	39,57283	0,2853394	0,1766068
				
				
Landmarks				
Area	Time spent looking at landmarks (s)			
(4,5)	0			
(3,5)	5,719995			
(2,3)	0			
(1,3)	0,24			
(1,2)	0			
(1,1)	0,18			
(2,1)	0,02			
				
				
Errors				
Walked path	Duration (s)	Distance walked (m)		
				
				
Pauses				
Duration (s)	Area	Time spent looking at landmarks (s)		
