Path;Advice;Simulation time (s);Distance travelled (m);Mean speed (m/s);Number of steps;Mean step frequency (step/s);Percent of left foot in front;Walked path;Number of areas covered;Average time in area (s);Nbr errors; Nbr wrong areas;Total error time (s);Total error distance (m)
T;PEANUT;146,8055;24,05412;0,1638503;6;-6;0,6072021;53.43.33.32.33.34.33.34.35;9;16,31172;2;2;31,95482;0
B;PEANUT;121,5148;4,935921;0,0406199;5;0,04850257;0,1678722;01.11;2;60,75742;0;0;0;0
B;PEANUT;93,55972;25,36459;0,2711058;3;0,06171187;0,6844398;01.11.12.13.23.33.32.33.32.42.43.44;12;7,796644;1;1;1,217598;0
T;LIGHT;143,1258;16,02577;0,1119698;2;-2;0,3751813;53.43.33.34.35;5;28,62516;0;0;0;0
C;LIGHT;75,85975;22,91828;0,3021138;3;0,0668046;0,3489149;55.45.35.34.23.13.12.11.21.31;10;7,585975;0;0;0;0
T;ARROW;111,6819;19,8088;0,177368;3;0,03141723;0,4334127;53.43.33.34.35;5;22,33639;0;0;0;0
A;ARROW;64,03239;23,51214;0,3671913;72;-72;0,4519262;16.15.25.24.33.43.42.32.22.21;10;6,403239;0;0;0;0
